Step,Heads Pruned,Time_AE_sec,Time_Random_sec,Time_AE_Inverse_sec
1,1,0.2897489780152682,0.2783581659896299,0.2955199769930914
2,2,0.2815523660101462,0.2812687499972526,0.28440464098821394
3,3,0.2769452770007774,0.2896188090089708,0.2905386170023121
4,4,0.2759521569823846,0.2969713839993346,0.300771023001289
5,5,0.2739171370049007,0.2959664290247019,0.2926619590143673
6,6,0.2807028920215089,0.2926742720010225,0.29427000699797645
7,7,0.2780275410041213,0.2897144419839605,0.2976679200073704
8,8,0.2891054619976785,0.2957490450062323,0.28644877098849975
9,9,0.2881650989875197,0.3080093190073967,0.2844456550083123
10,10,0.2896588360017631,0.3082527929800562,0.28800553298788145
11,11,0.2981516750005539,0.3145430349977687,0.28678292900440283
12,12,0.2922667679958977,0.3274375649925787,0.298044024995761
13,13,0.2906845879915636,0.3296281419752631,0.2924775769934058
14,14,0.2874404670146759,0.321556018985575,0.29669667599955574
15,15,0.2851704560162034,0.3344601860153489,0.29696283797966316
16,16,0.2855376270017586,0.3306183460226748,0.29570241799228825
17,17,0.2881676719989627,0.3238857639953494,0.30330202099867165
18,18,0.2939070209977217,0.3348946740152314,0.30420899399905466
19,19,0.303362331003882,0.3386474370199721,0.3023884839785751
20,20,0.3098515750025399,0.3406202020123601,0.2993192539724987
21,21,0.3134446510230191,0.3421584019961301,0.3045634930022061
22,22,0.3133843069954309,0.3415741770004388,0.30164083701674826
23,23,0.3030444610049017,0.3369302260107361,0.3004944460117258
24,24,0.3046124979737215,0.3346568340202793,0.30087325599743053
25,25,0.3022583540005144,0.3344824039959349,0.29718012997182086
26,26,0.3023818370129447,0.3337898419995326,0.29894381199846976
27,27,0.2984206279797945,0.3345064470195211,0.29986198799451813
28,28,0.2950297319912351,0.3306994879967533,0.29612094702315517
29,29,0.2954701310081873,0.3351648569805547,0.2927357099833898
30,30,0.2929632980085443,0.3333507259958423,0.29333207799936645
31,31,0.2905013849958777,0.3318836749822367,0.292194408015348
32,32,0.2914526370004751,0.3290820179972797,0.28845188400009647
33,33,0.2951511650171596,0.3268720869964454,0.2908062319911551
34,34,0.2892276479979045,0.3289082960109226,0.2935708189907018
35,35,0.2869735860149376,0.3235151570115704,0.2892434039968066
36,36,0.2862458419986069,0.3187539440114051,0.29466466497979127
37,37,0.2882319939963054,0.3213383560068905,0.3059379610058386
38,38,0.2858176509907935,0.3147083559888415,0.3056316369911656
39,39,0.287588321021758,0.3148248580109793,0.3069593250111211
40,40,0.2815782749967184,0.314225948008243,0.306284065998625
41,41,0.2821367750002537,0.3107595329929609,0.3056935000058729
42,42,0.2778648390085436,0.3099026719864923,0.3020512229995802
43,43,0.2799099469848443,0.305465176992584,0.30074958998011425
44,44,0.2765917209908366,0.312589257984655,0.30649753799661994
45,45,0.2741144559986423,0.3096382929943502,0.3023644800123293
46,46,0.2782165690150577,0.3064722900162451,0.30079251201823354
47,47,0.2760592050035484,0.3063204280042555,0.29778515500947833
48,48,0.2802019880036823,0.3046527749975212,0.296140218997607
49,49,0.2759956519876141,0.306029944011243,0.2934044990106486
50,50,0.2733886589994654,0.3025918850034941,0.29147215699777007
51,51,0.2728931870078668,0.3040541630180087,0.2910601120092906
52,52,0.2732845340215135,0.2999665749957785,0.29077753299498
53,53,0.2723860469995998,0.2980012449843343,0.28917474899208173
54,54,0.2693712429900188,0.2977912820060737,0.2859110650024377
55,55,0.2707223309844266,0.299939786986215,0.28653590797330253
56,56,0.2624802280042786,0.299401875003241,0.2833012659975793
57,57,0.2644328760216012,0.2984613349835854,0.28457593798520975
58,58,0.2636529380106367,0.2953965560009237,0.2835009580012411
59,59,0.2591074400115758,0.293364331999328,0.28033524999045767
60,60,0.2594894049980212,0.2915974720090162,0.28168075397843495
61,61,0.2582599640008993,0.2920760919805616,0.2842719809850678
62,62,0.2593474930035881,0.290005871996982,0.2768555909860879
63,63,0.2550617720116861,0.2912112800113391,0.2764950290147681
64,64,0.2547608189925086,0.3652562819770537,0.2775009239849169
65,65,0.2516658680106047,0.2877946750086266,0.27499982400331646
66,66,0.2592309030005708,0.2862384280015249,0.2734994030033704
67,67,0.2571674330101814,0.2835470630088821,0.27000107400817797
