Step,Heads Pruned,Time_AE_sec,Time_Random_sec,Time_AE_Inverse_sec
1,1,6.93957196600968,6.927287820988568,6.88596378598595
2,2,6.934308010997484,6.956001746002585,6.870740566024324
3,3,6.892117985000368,6.9302725849847775,6.8709725519875064
4,4,6.858945557993138,6.925715031014988,6.870887241995661
5,5,6.88453725198633,6.90320627897745,6.893815697985701
6,6,6.850353168993024,6.878545406012563,6.835852583986707
7,7,6.852769788005389,6.857343283016235,6.820040134014562
8,8,6.818029422982363,6.842993665981339,6.795260212995345
9,9,6.8154156359960325,6.842906762991333,6.793017800984671
10,10,6.78540590198827,6.84198224300053,6.782089506974444
11,11,6.862641676998464,6.916244102991186,6.869141644012416
12,12,6.757113975007087,6.809882014000323,6.788595773978159
13,13,6.744826309004566,6.815270852996036,6.770894797984511
14,14,6.7214974320086185,6.800665181013756,6.7351462339865975
15,15,6.710303232015576,6.789460472995415,6.723473146994365
16,16,6.705920878011966,6.7685462800145615,6.707445968990214
17,17,6.689427706005517,6.745836994989077,6.671527244005119
18,18,6.657330349989934,6.7466753119952045,6.6678558429994155
19,19,6.664794729993446,6.74414216898731,6.63081447800505
20,20,6.662134279002203,6.7110120599973015,6.63766399899032
21,21,6.636788281990448,6.778957181988517,6.627641391998623
22,22,6.695394228008809,6.67635573001462,6.699437458009925
23,23,6.596456886007218,6.640490129007958,6.573814367002342
24,24,6.57776290300535,6.621334061987,6.558904921985231
25,25,6.564208624011371,6.615243316016858,6.5649776619975455
26,26,6.533322578005027,6.614394536998589,6.54387665601098
27,27,6.536892828997225,6.587791819998529,6.530197274987586
28,28,6.524155805003829,6.576414295006543,6.515904336003587
29,29,6.509203954017721,6.555952945986064,6.485790178005118
30,30,6.494409840990556,6.549075282993726,6.45620212200447
31,31,6.468730463006068,6.5221174749895,6.447616985999048
32,32,6.454471075005131,6.586013324995292,6.525468015024671
33,33,6.507885490980698,6.491342153021833,6.426300711027579
34,34,6.443854634999298,6.47271354298573,6.407654987007845
35,35,6.420823502005078,6.459233564004535,6.397922183998162
36,36,6.399789499002509,6.469067666999763,6.390889312984655
37,37,6.382914904010249,6.410196971992264,6.345999876008136
38,38,6.349638676008908,6.398660512990318,6.331749562988989
39,39,6.337311297975248,6.371956824994413,6.30940951500088
40,40,6.3328380699967965,6.352716231980594,6.289505633991212
41,41,6.329596233001212,6.3232598320173565,6.277905521012144
42,42,6.306969344004756,6.43744438100839,6.2527746629784815
43,43,6.272047169011785,6.307168283005012,6.319593298016116
44,44,6.35065634798957,6.279465226980392,6.231777074019192
45,45,6.237493546999758,6.255037200986408,6.229388873005519
46,46,6.20573057999718,6.24587893098942,6.196436426980654
47,47,6.18749840700184,6.228931715973886,6.179640777001623
48,48,6.175042799994117,6.1982389869808685,6.165656935016159
49,49,6.193857938982546,6.1984955619846005,6.14458432898391
50,50,6.165513153013308,6.1986906199890655,6.145954809995601
51,51,6.120406776986783,6.174573563999729,6.117519888997776
52,52,6.11766374198487,6.239911345008295,6.095364317996427
53,53,6.141428541013738,6.128683376999106,6.067120050021913
54,54,6.190540972980671,6.117333942005644,6.15485888699186
55,55,6.083777403982822,6.095684329979122,6.062737517000642
56,56,6.065202033991227,6.086323436989915,6.045683975011343
57,57,6.025440351018915,6.067981978005264,6.021285807015374
58,58,6.017197972018039,6.052153762022499,5.981828324001981
59,59,6.006502042990178,6.030687383987242,5.976303992996691
