Step,Heads Pruned,Time_AE_sec,Time_Random_sec,Time_AE_Inverse_sec
1,1,6.367868350993376,6.3948607969796285,6.399741825007368
2,2,6.370001161005348,6.378190774004906,6.372680724016391
3,3,6.3404621350055095,6.360408034990542,6.3508025810006075
4,4,6.324807836994296,6.356713843997568,6.3694765380059835
5,5,6.313494953996269,6.337013175012544,6.329275630007032
6,6,6.323539654986234,6.317182842991315,6.308946018019924
7,7,6.3116083499917295,6.313336902996525,6.303596325975377
8,8,6.297800659987843,6.3082996559969615,6.298079025989864
9,9,6.273384122003336,6.298649598000338,6.289175199024612
10,10,6.272491145005915,6.298666716989828,6.278453812003136
11,11,6.317902309005149,6.373188179015415,6.40280241300934
12,12,6.211627005977789,6.270848368993029,6.257257467019372
13,13,6.193204990995582,6.246996698988369,6.242274472984718
14,14,6.182456907001324,6.249108516989509,6.208744590985589
15,15,6.155799359985394,6.223821541003417,6.1911675070005
16,16,6.151059121999424,6.204029894986888,6.1899723559909035
17,17,6.12664519099053,6.20150929299416,6.15853217599215
18,18,6.115896247996716,6.201736568007618,6.163655702985125
19,19,6.092420036002295,6.1714155369845685,6.157393081986811
20,20,6.095465532998787,6.160168864007574,6.147343575023115
21,21,6.080345066002337,6.154700346000027,6.123859456012724
22,22,6.078151207009796,6.227150227990933,6.2025039739964996
23,23,6.14136854300159,6.130363206990296,6.078340003004996
24,24,6.054019581002649,6.090421450993745,6.068308112007799
25,25,6.049916013027541,6.08731711099972,6.059264748997521
26,26,6.006081191997509,6.066006581007969,6.029740570986178
27,27,5.968568531010533,6.045897333999164,6.022707941010594
28,28,5.959797857009107,6.028383537981426,6.012021678005112
29,29,5.939240806008456,6.014720244013006,6.01450548300636
30,30,5.9358962859842,6.001171982003143,5.995373540994478
31,31,5.919250623002881,5.978426283982117,5.989210550003918
32,32,5.910031856998103,5.977462229988305,5.961081760004163
33,33,5.897060415998567,6.057151749002514,5.946273309993558
34,34,5.973452072008513,5.949957613978768,6.050699038984021
35,35,5.887132284988184,5.937496201979229,5.914762136002537
36,36,5.875020987994503,5.9035211320151575,5.898375447985018
37,37,5.859678111009998,5.873850705014775,5.884352677006973
38,38,5.835237544000847,5.871728014986729,5.874958871019771
39,39,5.813397642981727,5.867963400989538,5.869345582992537
40,40,5.787194634001935,5.870657063002,5.842700773006072
41,41,5.777773014997365,5.853735819022404,5.830818109010579
42,42,5.749824616010301,5.817246815015096,5.795788570976583
43,43,5.74263766000513,5.899553711002227,5.783034113002941
44,44,5.740374874003464,5.798599189001834,5.86944394200691
45,45,5.847991916001774,5.780925717001082,5.761704270989867
46,46,5.7405127020028885,5.777364106994355,5.7444988939969335
47,47,5.746710749983322,5.746203633985715,5.7322258969943505
48,48,5.73003999600769,5.746839378000004,5.711447151988978
49,49,5.712165604985785,5.722792037006002,5.692748900997685
50,50,5.697400122007821,5.711639782995917,5.710537935985485
51,51,5.669342263019644,5.703606603987282,5.744478802982485
52,52,5.65722275202279,5.674413494998589,5.722207390004769
53,53,5.644653447001474,5.68209451000439,5.61529194097966
54,54,5.633062637993135,5.720634283992695,5.616576884989627
55,55,5.6346631229971536,5.626345898985164,5.684523773990804
56,56,5.684191713982727,5.606756509980187,5.592502612998942
57,57,5.587067535001552,5.592971726000542,5.5753587569925
58,58,5.570385747996625,5.579715486994246,5.554331710009137
59,59,5.5947773449879605,5.560572273010621,5.549598036013776
60,60,5.588132694974775,5.557267813012004,5.530444181989878
61,61,5.513914848997956,5.5417820870061405,5.512156695011072
62,62,5.487259675981477,5.534749990998535,5.483889683004236
63,63,5.488248792011291,5.495742685016012,5.474885639996501
64,64,5.474240053008543,5.492066738981521,5.4724561770271976
65,65,5.436844288982684,5.554210291011259,5.479050177993486
66,66,5.425621892005438,5.4588971409830265,5.521452942019096
67,67,5.491268050012877,5.4437094860186335,5.404869165009586
68,68,5.405450225021923,5.446851297980174,5.396297528001014
69,69,5.388014824013226,5.43821200900129,5.3824818349967245
70,70,5.365620819997275,5.422952823981177,5.3720726869942155
71,71,5.36558817999321,5.395758366998052,5.3559284429939
72,72,5.340770160983084,5.354044794017682,5.338809217006201
73,73,5.322024462016998,5.358787756005768,5.332517110015033
74,74,5.31526346100145,5.325272264017258,5.318193560000509
75,75,5.307745875994442,5.397962891001953,5.295345138991252
76,76,5.299972564011114,5.290040974010481,5.3875453590007965
77,77,5.367692964005983,5.295262277999427,5.271934513002634
78,78,5.260679111001082,5.271201940020546,5.23141572199529
79,79,5.228751085989643,5.250195094005903,5.215665924013592
80,80,5.213112404017011,5.237324346002424,5.202022073994158
81,81,5.197911171009764,5.209769756009337,5.186404849984683
82,82,5.170321907993639,5.193624011997599,5.18934777501272
83,83,5.162293877016055,5.18157412900473,5.161809893004829
