Heads Pruned,Accuracy_Gnorm
0,0.9243119266055045
1,0.9220183486238532
2,0.9185779816513762
3,0.9174311926605505
4,0.9174311926605505
5,0.9174311926605505
6,0.9185779816513762
7,0.9185779816513762
8,0.9185779816513762
9,0.9174311926605505
10,0.9174311926605505
11,0.9162844036697247
12,0.9162844036697247
13,0.9151376146788991
14,0.9162844036697247
15,0.9174311926605505
16,0.9174311926605505
17,0.9162844036697247
18,0.9162844036697247
19,0.9174311926605505
20,0.9162844036697247
21,0.9185779816513762
22,0.9197247706422018
23,0.9185779816513762
24,0.9185779816513762
25,0.9208715596330275
26,0.9185779816513762
27,0.9220183486238532
28,0.9208715596330275
29,0.9208715596330275
30,0.9220183486238532
31,0.9174311926605505
32,0.9185779816513762
33,0.9208715596330275
34,0.9174311926605505
35,0.9185779816513762
36,0.9185779816513762
37,0.9197247706422018
38,0.9197247706422018
39,0.9197247706422018
40,0.9185779816513762
41,0.9185779816513762
42,0.9174311926605505
43,0.9185779816513762
44,0.9197247706422018
45,0.9185779816513762
46,0.9220183486238532
47,0.9220183486238532
48,0.9208715596330275
49,0.9197247706422018
50,0.9208715596330275
51,0.9208715596330275
52,0.9185779816513762
53,0.9174311926605505
54,0.9151376146788991
55,0.9162844036697247
56,0.9162844036697247
57,0.9151376146788991
58,0.9162844036697247
59,0.9162844036697247
60,0.9151376146788991
61,0.9151376146788991
62,0.9128440366972477
63,0.9139908256880734
64,0.9139908256880734
65,0.9128440366972477
66,0.911697247706422
67,0.9105504587155964
68,0.9139908256880734
69,0.908256880733945
70,0.9071100917431193
71,0.9013761467889908
72,0.9002293577981652
