Heads_Pruned,Accuracy_Gnorm
0,0.8809984717269486
1,0.8798777381558839
2,0.8793683138053999
3,0.8795720835455935
4,0.8795720835455935
5,0.8796739684156902
6,0.8793683138053999
7,0.8796739684156902
8,0.8780438104941416
9,0.878858889454916
10,0.8775343861436576
11,0.8776362710137544
12,0.8780438104941416
13,0.8780438104941416
14,0.8786551197147223
15,0.8786551197147223
16,0.8727457972491085
17,0.8730514518593989
18,0.8728476821192053
19,0.8730514518593989
20,0.8723382577687213
21,0.870096790626592
22,0.8709118695873663
23,0.8701986754966887
24,0.8706062149770759
25,0.8713194090677534
26,0.867142129393785
27,0.8675496688741722
28,0.867142129393785
29,0.8583800305654611
30,0.8570555272542028
31,0.8575649516046867
32,0.8588894549159449
33,0.8575649516046867
34,0.8563423331635253
35,0.8541008660213958
36,0.8537952114111055
37,0.8529801324503311
38,0.8525725929699439
39,0.8504330106979113
40,0.8507386653082017
41,0.8496179317371371
42,0.8475802343352012
43,0.8456444218033622
44,0.8445236882322975
45,0.8450331125827815
46,0.8428935303107489
47,0.8430973000509424
48,0.8429954151808456
49,0.8426897605705552
50,0.8406520631686195
51,0.8354559347936832
52,0.8376974019358125
53,0.8364747834946511
54,0.8365766683647479
55,0.8358634742740703
56,0.8335201222618441
57,0.8323993886907795
58,0.8269994905756495
59,0.8277126846663271
60,0.8269994905756495
61,0.8240448293428426
62,0.8229240957717779
63,0.8201732042791645
64,0.81650534895568
65,0.8155883851248089
66,0.8172185430463577
67,0.817014773306164
68,0.8111054508405502
69,0.8102903718797758
70,0.8052980132450331
71,0.8047885888945492
72,0.8070300560366785
73,0.8053998981151299
74,0.8034640855832909
75,0.8004075394803871
76,0.800509424350484
77,0.7933774834437086
78,0.7860417727967397
79,0.786856851757514
80,0.7727967396841569
81,0.7717778909831889
82,0.7664798777381558
83,0.7645440652063169
84,0.7669893020886398
85,0.7676006113092205
86,0.7600611309220581
87,0.7585328578706062
88,0.729903209373408
89,0.7275598573611819
90,0.7238920020376974
91,0.7256240448293428
92,0.7251146204788589
93,0.7130922058074376
94,0.7151299032093734
95,0.7080998471726948
96,0.7058583800305654
97,0.683239938869078
98,0.6606214977075904
99,0.6712175241976567
100,0.6693835965359144
101,0.6448293428425879
102,0.6295466123280693
103,0.6127356087620989
104,0.589811512990321
105,0.5544574630667346
106,0.5011716760061131
107,0.4705043301069791
108,0.4543046357615894
