Heads_Pruned,Accuracy_Gnorm
0,0.9267801574226615
1,0.928610653487095
2,0.9284276038806517
3,0.9284276038806517
4,0.9284276038806517
5,0.9282445542742083
6,0.9282445542742083
7,0.9251327109646714
8,0.9254988101775581
9,0.9260479589968882
10,0.9260479589968882
11,0.9260479589968882
12,0.9253157605711148
13,0.9234852645066813
14,0.9258649093904449
15,0.9251327109646714
16,0.9256818597840014
17,0.9254988101775581
18,0.9192751235584844
19,0.9187259747391543
20,0.918542925132711
21,0.9161632802489474
22,0.9167124290682775
23,0.9170785282811642
24,0.9174446274940509
25,0.9174446274940509
26,0.9174446274940509
27,0.9156141314296175
28,0.9157971810360608
29,0.9168954786747209
30,0.9165293794618341
31,0.9106717920556471
32,0.9115870400878638
33,0.9115870400878638
34,0.899505766062603
35,0.900604063701263
36,0.899505766062603
37,0.900054914881933
38,0.900054914881933
39,0.8982244188174996
40,0.8974922203917262
41,0.8967600219659527
42,0.8954786747208493
43,0.895295625114406
44,0.8941973274757459
45,0.8896210873146623
46,0.8812008054182684
47,0.8813838550247117
48,0.8806516565989383
49,0.853011166025993
50,0.8533772652388797
51,0.8520959179937763
52,0.8519128683873329
53,0.8416620904265056
54,0.8363536518396485
55,0.8383671975105254
56,0.828116419549698
57,0.819146988833974
58,0.8147537982793337
59,0.8101775581182501
60,0.7924217462932455
61,0.7929708951125755
62,0.7788760754164379
63,0.7781438769906645
64,0.7548965769723595
65,0.7528830313014827
66,0.7521508328757093
67,0.7448288486179755
68,0.7420831045213253
69,0.774665934468241
70,0.7574592714625663
71,0.752516932088596
72,0.7517847336628226
73,0.76258466044298
74,0.767343950210507
75,0.7803404722679846
76,0.7462932454695222
77,0.6595277320153762
78,0.604978949295259
79,0.5848434925864909
80,0.5789859051803039
81,0.5815485996705108
82,0.5590334980779791
83,0.5493318689364818
84,0.5374336445176643
85,0.5191286838733297
86,0.5191286838733297
87,0.5262676185246201
88,0.528281164195497
89,0.5121727988284825
90,0.5081457074867289
91,0.5075965586673988
92,0.5086948563060589
93,0.5085118066996156
94,0.5086948563060589
95,0.5090609555189456
96,0.509793153944719
97,0.5090609555189456
98,0.5088779059125023
99,0.5086948563060589
100,0.5057660626029654
101,0.5061321618158521
102,0.5057660626029654
103,0.5053999633900788
104,0.5053999633900788
105,0.5053999633900788
106,0.5055830129965221
107,0.5057660626029654
108,0.5057660626029654
