Heads_Pruned,Accuracy_Gnorm
0,0.8124299541518084
1,0.813143148242486
2,0.813143148242486
3,0.8129393785022924
4,0.8132450331125828
5,0.8142638818135507
6,0.8122261844116149
7,0.813143148242486
8,0.8126337238920021
9,0.8116148751910341
10,0.8114111054508405
11,0.8084564442180336
12,0.8085583290881304
13,0.80825267447784
14,0.8057055527254203
15,0.8049923586347427
16,0.8056036678553234
17,0.8052980132450331
18,0.8032603158430973
19,0.8035659704533876
20,0.8012226184411615
21,0.801018848700968
22,0.8017320427916454
23,0.8020376974019359
24,0.7992868059093224
25,0.7990830361691289
26,0.7937850229240958
27,0.7921548650025472
28,0.7933774834437086
29,0.7850229240957718
30,0.784921039225675
31,0.7832908813041264
32,0.7845134997452878
33,0.7831889964340295
34,0.7827814569536424
35,0.7843097300050943
36,0.7841059602649006
37,0.7802343352012227
38,0.7794192562404483
39,0.7798267957208355
40,0.7794192562404483
41,0.7802343352012227
42,0.7823739174732552
43,0.7839021905247071
44,0.7833927661742232
45,0.7839021905247071
46,0.7843097300050943
47,0.7833927661742232
48,0.782985226693836
49,0.7915435557819663
50,0.7920529801324503
51,0.79174732552216
52,0.7884870096790627
53,0.7871625063678044
54,0.7726948548140601
55,0.7701477330616403
56,0.7706571574121243
57,0.7759551706571575
58,0.7773815588385125
59,0.7767702496179317
60,0.7725929699439633
61,0.7725929699439633
62,0.7709628120224147
63,0.7706571574121243
64,0.7715741212429954
65,0.7705552725420275
66,0.7695364238410596
67,0.7694345389709628
68,0.7681100356597045
69,0.7670911869587367
70,0.7634233316352521
71,0.7648497198166072
72,0.7620988283239939
73,0.7583290881304127
74,0.7525216505348956
75,0.7458991339786042
76,0.742129393785023
77,0.738665308201732
78,0.732348446255731
79,0.7300050942435048
80,0.7262353540499236
81,0.7256240448293428
82,0.7237901171676007
83,0.7222618441161488
84,0.7186958736627611
85,0.7082017320427917
86,0.7078960774325013
87,0.7050433010697912
88,0.7015792154865003
89,0.7053489556800815
90,0.7001528273051452
91,0.6979113601630158
92,0.7036169128884361
93,0.7010697911360163
94,0.695364238410596
95,0.6951604686704025
96,0.7017829852266938
97,0.6998471726948549
98,0.7002547121752419
99,0.7018848700967907
100,0.699745287824758
101,0.692002037697402
102,0.6777381558838512
103,0.6717269485481406
104,0.669587366276108
105,0.6618441161487519
106,0.6548140601120733
107,0.6500254712175242
108,0.6475802343352012
109,0.6377992868059094
110,0.6357615894039735
111,0.6302598064187468
112,0.6210901681100357
113,0.6111054508405501
114,0.6065206316861946
115,0.6009169638308711
116,0.6009169638308711
117,0.5722873153336729
118,0.5611818644931228
119,0.5323484462557311
120,0.5307182883341823
