Heads Pruned,Accuracy_Gnorm
0,0.9220183486238532
1,0.9220183486238532
2,0.9220183486238532
3,0.9220183486238532
4,0.9220183486238532
5,0.9220183486238532
6,0.9220183486238532
7,0.9220183486238532
8,0.9220183486238532
9,0.9208715596330275
10,0.9208715596330275
11,0.9220183486238532
12,0.9220183486238532
13,0.9220183486238532
14,0.9231651376146789
15,0.9231651376146789
16,0.9231651376146789
17,0.9231651376146789
18,0.9231651376146789
19,0.926605504587156
20,0.926605504587156
21,0.9231651376146789
22,0.9231651376146789
23,0.9243119266055045
24,0.9243119266055045
25,0.9243119266055045
26,0.9231651376146789
27,0.9162844036697247
28,0.9162844036697247
29,0.9151376146788991
30,0.9162844036697247
31,0.9151376146788991
32,0.9174311926605505
33,0.9162844036697247
34,0.9151376146788991
35,0.9151376146788991
36,0.9208715596330275
37,0.9197247706422018
38,0.9174311926605505
39,0.9174311926605505
40,0.9174311926605505
41,0.9162844036697247
42,0.9139908256880734
43,0.9151376146788991
44,0.9139908256880734
45,0.911697247706422
46,0.9105504587155964
47,0.9139908256880734
48,0.9105504587155964
49,0.9128440366972477
50,0.908256880733945
51,0.908256880733945
52,0.9105504587155964
53,0.9036697247706422
54,0.9059633027522935
55,0.9059633027522935
56,0.9059633027522935
57,0.9059633027522935
58,0.9059633027522935
59,0.9025229357798165
60,0.9036697247706422
61,0.9002293577981652
62,0.9025229357798165
63,0.8956422018348624
64,0.8967889908256881
65,0.9002293577981652
66,0.8990825688073395
67,0.8990825688073395
68,0.8967889908256881
69,0.8967889908256881
70,0.8899082568807339
71,0.893348623853211
72,0.893348623853211
73,0.9002293577981652
74,0.8990825688073395
75,0.9002293577981652
76,0.8979357798165137
77,0.9002293577981652
78,0.8990825688073395
79,0.9036697247706422
80,0.9025229357798165
81,0.9036697247706422
82,0.9036697247706422
83,0.9048165137614679
84,0.908256880733945
85,0.9036697247706422
86,0.9048165137614679
87,0.9002293577981652
88,0.8979357798165137
89,0.8979357798165137
90,0.893348623853211
91,0.893348623853211
92,0.8853211009174312
93,0.8818807339449541
94,0.8841743119266054
95,0.8853211009174312
96,0.8841743119266054
97,0.8864678899082569
98,0.8727064220183486
99,0.8738532110091743
100,0.8589449541284404
101,0.8555045871559633
102,0.8543577981651376
103,0.8463302752293578
104,0.8360091743119266
105,0.8348623853211009
106,0.8348623853211009
107,0.8325688073394495
108,0.8291284403669725
