Heads Pruned,Accuracy_Gnorm
0,0.9403669724770642
1,0.9403669724770642
2,0.9392201834862385
3,0.9392201834862385
4,0.9392201834862385
5,0.9392201834862385
6,0.9392201834862385
7,0.9403669724770642
8,0.9403669724770642
9,0.9392201834862385
10,0.9415137614678899
11,0.9415137614678899
12,0.9426605504587156
13,0.9415137614678899
14,0.9392201834862385
15,0.9392201834862385
16,0.9369266055045872
17,0.9392201834862385
18,0.9392201834862385
19,0.9392201834862385
20,0.9392201834862385
21,0.9403669724770642
22,0.9323394495412844
23,0.9323394495412844
24,0.9311926605504587
25,0.9334862385321101
26,0.9334862385321101
27,0.9311926605504587
28,0.9311926605504587
29,0.9288990825688074
30,0.926605504587156
31,0.9254587155963303
32,0.926605504587156
33,0.930045871559633
34,0.930045871559633
35,0.9323394495412844
36,0.9288990825688074
37,0.9277522935779816
38,0.9288990825688074
39,0.9288990825688074
40,0.9231651376146789
41,0.9231651376146789
42,0.9231651376146789
43,0.9208715596330275
44,0.9197247706422018
45,0.9243119266055045
46,0.9231651376146789
47,0.9231651376146789
48,0.9197247706422018
49,0.9208715596330275
50,0.9220183486238532
51,0.9231651376146789
52,0.9243119266055045
53,0.8990825688073395
54,0.9002293577981652
55,0.9036697247706422
56,0.9013761467889908
57,0.9048165137614679
58,0.9036697247706422
59,0.9025229357798165
60,0.8956422018348624
61,0.8944954128440367
62,0.8990825688073395
63,0.8944954128440367
64,0.8922018348623854
65,0.8922018348623854
66,0.8899082568807339
67,0.8841743119266054
68,0.8818807339449541
69,0.8818807339449541
70,0.8807339449541285
71,0.8727064220183486
72,0.8807339449541285
73,0.8784403669724771
74,0.8704128440366973
75,0.8692660550458715
76,0.8658256880733946
77,0.8646788990825688
78,0.8658256880733946
79,0.8635321100917431
80,0.8543577981651376
81,0.8463302752293578
82,0.841743119266055
83,0.8337155963302753
84,0.8371559633027523
85,0.8371559633027523
86,0.819954128440367
87,0.8119266055045872
88,0.8096330275229358
89,0.8004587155963303
90,0.7958715596330275
91,0.7844036697247706
92,0.7752293577981652
93,0.7694954128440367
94,0.7694954128440367
95,0.7660550458715596
96,0.7385321100917431
97,0.698394495412844
98,0.7064220183486238
99,0.6834862385321101
100,0.6628440366972477
101,0.6467889908256881
102,0.6376146788990825
103,0.6284403669724771
104,0.606651376146789
105,0.6215596330275229
106,0.6112385321100917
107,0.6077981651376146
108,0.5905963302752294
