Heads_Pruned,Accuracy_Gnorm
0,0.9267801574226615
1,0.9289767526999817
2,0.9276954054548783
3,0.9276954054548783
4,0.9278784550613216
5,0.9275123558484349
6,0.9276954054548783
7,0.9276954054548783
8,0.9264140582097748
9,0.9267801574226615
10,0.9267801574226615
11,0.9271462566355483
12,0.9264140582097748
13,0.9265971078162182
14,0.9262310086033315
15,0.9264140582097748
16,0.9264140582097748
17,0.9256818597840014
18,0.9254988101775581
19,0.9187259747391543
20,0.9189090243455976
21,0.9168954786747209
22,0.9165293794618341
23,0.9170785282811642
24,0.9152480322167308
25,0.9159802306425041
26,0.9154310818231741
27,0.9159802306425041
28,0.9157971810360608
29,0.9161632802489474
30,0.9154310818231741
31,0.9156141314296175
32,0.9117700896943072
33,0.9125022881200805
34,0.9128683873329673
35,0.9004210140948197
36,0.9004210140948197
37,0.9002379644883763
38,0.8993227164561596
39,0.9004210140948197
40,0.900604063701263
41,0.9004210140948197
42,0.8987735676368296
43,0.8991396668497162
44,0.9004210140948197
45,0.8991396668497162
46,0.8958447739337361
47,0.8965769723595094
48,0.8892549881017756
49,0.8879736408566722
50,0.8835804503020318
51,0.8707669778509977
52,0.8693025809994509
53,0.8420281896393923
54,0.8401976935749588
55,0.8290316675819147
56,0.8321435108914516
57,0.8400146439685154
58,0.8347062053816584
59,0.8193300384404174
60,0.8010250777960828
61,0.7957166392092258
62,0.7975471352736592
63,0.7957166392092258
64,0.7946183415705657
65,0.7706388431264872
66,0.7634999084751968
67,0.7627677100494233
68,0.6999816950393557
69,0.694856306058942
70,0.7138934651290499
71,0.7243272926963207
72,0.7232289950576606
73,0.723961193483434
74,0.7248764415156508
75,0.7386051619989017
76,0.7168222588321436
77,0.7067545304777595
78,0.7433644517664287
79,0.7321984257733846
80,0.6386600768808347
81,0.6342668863261944
82,0.6119348343401062
83,0.5971078162181951
84,0.6027823540179389
85,0.5903349807797913
86,0.5853926414058209
87,0.5361522972725609
88,0.5464030752333883
89,0.5429251327109647
90,0.5485996705107083
91,0.5464030752333883
92,0.5398132894014278
93,0.5504301665751419
94,0.5925315760571115
95,0.5872231374702545
96,0.5526267618524621
97,0.5321252059308073
98,0.5213252791506499
99,0.5112575507962658
100,0.5112575507962658
101,0.5081457074867289
102,0.5057660626029654
103,0.5057660626029654
104,0.5053999633900788
105,0.5053999633900788
106,0.5053999633900788
107,0.5053999633900788
108,0.5053999633900788
109,0.5053999633900788
110,0.5053999633900788
111,0.5053999633900788
112,0.5053999633900788
113,0.5053999633900788
114,0.5053999633900788
115,0.5053999633900788
116,0.5053999633900788
117,0.5053999633900788
118,0.5053999633900788
119,0.5053999633900788
120,0.5053999633900788
