Heads Pruned,Accuracy_Gnorm
0,0.9403669724770642
1,0.9403669724770642
2,0.9392201834862385
3,0.9392201834862385
4,0.9392201834862385
5,0.9392201834862385
6,0.9392201834862385
7,0.9392201834862385
8,0.9403669724770642
9,0.9403669724770642
10,0.9415137614678899
11,0.9415137614678899
12,0.9426605504587156
13,0.9415137614678899
14,0.9392201834862385
15,0.9380733944954128
16,0.9380733944954128
17,0.9380733944954128
18,0.9380733944954128
19,0.9392201834862385
20,0.9334862385321101
21,0.9334862385321101
22,0.9334862385321101
23,0.9334862385321101
24,0.9346330275229358
25,0.930045871559633
26,0.930045871559633
27,0.9311926605504587
28,0.930045871559633
29,0.9311926605504587
30,0.9311926605504587
31,0.9311926605504587
32,0.930045871559633
33,0.930045871559633
34,0.9254587155963303
35,0.9231651376146789
36,0.9220183486238532
37,0.9288990825688074
38,0.9288990825688074
39,0.9288990825688074
40,0.926605504587156
41,0.926605504587156
42,0.9208715596330275
43,0.9208715596330275
44,0.9208715596330275
45,0.9197247706422018
46,0.9185779816513762
47,0.9174311926605505
48,0.9208715596330275
49,0.9174311926605505
50,0.9162844036697247
51,0.9151376146788991
52,0.9185779816513762
53,0.9185779816513762
54,0.9174311926605505
55,0.9185779816513762
56,0.9208715596330275
57,0.9197247706422018
58,0.8979357798165137
59,0.8979357798165137
60,0.8944954128440367
61,0.8990825688073395
62,0.8944954128440367
63,0.8956422018348624
64,0.893348623853211
65,0.8910550458715596
66,0.8876146788990825
67,0.8818807339449541
68,0.8830275229357798
69,0.875
70,0.8692660550458715
71,0.8704128440366973
72,0.8715596330275229
73,0.8738532110091743
74,0.8669724770642202
75,0.8646788990825688
76,0.8715596330275229
77,0.8669724770642202
78,0.8577981651376146
79,0.8623853211009175
80,0.8509174311926605
81,0.8451834862385321
82,0.823394495412844
83,0.819954128440367
84,0.819954128440367
85,0.8073394495412844
86,0.7935779816513762
87,0.7901376146788991
88,0.7798165137614679
89,0.7672018348623854
90,0.7465596330275229
91,0.7431192660550459
92,0.7293577981651376
93,0.713302752293578
94,0.7178899082568807
95,0.6892201834862385
96,0.6605504587155964
97,0.6708715596330275
98,0.6662844036697247
99,0.6272935779816514
100,0.6479357798165137
101,0.6479357798165137
102,0.6422018348623854
103,0.6181192660550459
104,0.6043577981651376
105,0.5825688073394495
106,0.5722477064220184
107,0.5676605504587156
108,0.5573394495412844
109,0.5538990825688074
110,0.5584862385321101
111,0.5493119266055045
112,0.5401376146788991
113,0.5447247706422018
114,0.5447247706422018
115,0.5458715596330275
116,0.5286697247706422
117,0.5286697247706422
118,0.5286697247706422
119,0.5263761467889908
120,0.5275229357798165
