Heads_Pruned,Accuracy_Gnorm
0,0.8639376700469948
1,0.8643334157803612
2,0.864135542913678
3,0.862824635171902
4,0.8626762305218897
5,0.8630967103635914
6,0.8630472421469206
7,0.8624783576552065
8,0.8625772940885481
9,0.8624536235468712
10,0.8626267623052188
11,0.8621320801385111
12,0.8624783576552065
13,0.8616373979718032
14,0.8621568142468464
15,0.8607964382883997
16,0.8596339351966361
17,0.8594607964382884
18,0.8603512243383626
19,0.8594855305466238
20,0.8595102646549592
21,0.858867177838239
22,0.8590897848132575
23,0.8592876576799406
24,0.8591639871382637
25,0.8588177096215681
26,0.8586940390798912
27,0.8585703685382142
28,0.8568142468464012
29,0.8569626514964136
30,0.8569626514964136
31,0.8565421716547118
32,0.8563195646796933
33,0.8563937670046995
34,0.8561216918130101
35,0.8567895127380658
36,0.8573583972297799
37,0.8574820677714569
38,0.8571110561464259
39,0.8572347266881029
40,0.856616373979718
41,0.8571605243630968
42,0.8565669057630473
43,0.8560722235963394
44,0.8559980212713332
45,0.8571110561464259
46,0.8558248825129854
47,0.8548849863962404
48,0.854736581746228
49,0.8536235468711353
50,0.8533514716794459
51,0.8534504081127875
52,0.8526341825377195
53,0.8528815236210735
54,0.8543655701211972
55,0.8534504081127875
56,0.8510017313875835
57,0.8503586445708632
58,0.8504823151125402
59,0.849715557754143
60,0.8485035864457087
61,0.8474894880039574
62,0.847588424437299
63,0.8453623546871135
64,0.8452881523621073
65,0.8440019787286668
66,0.8405144694533762
67,0.8407618105367302
68,0.8393767004699481
69,0.8405144694533762
70,0.8392282958199357
71,0.8396982438783082
72,0.8389562206282464
73,0.8384862725698738
74,0.8360870640613406
75,0.8379668562948306
76,0.8353697749196142
77,0.8358149888696512
78,0.8328716299777393
79,0.8312144447192679
80,0.8318822656443235
81,0.8308434330942369
82,0.8271085827355924
83,0.8223101657185259
84,0.8241652238436804
85,0.825327726935444
86,0.8248577788770715
87,0.8207766510017314
88,0.8220628246351719
89,0.8206529804600544
90,0.819243136284937
91,0.8204303734850359
92,0.81723967350977
93,0.8171902052930992
94,0.8098936433341578
95,0.8025228790502102
96,0.802448676725204
97,0.8006183527083849
98,0.8028938906752412
99,0.8008409596834034
100,0.8011377689834281
101,0.7886717783823893
102,0.7891169923324264
103,0.7900816225575068
104,0.7878802869156567
105,0.7870640613405887
106,0.7851842691070987
107,0.7778629730398219
108,0.7795448924066287
109,0.7738313133811526
110,0.7676972545139747
111,0.760128617363344
112,0.7515458817709622
113,0.7364333415780361
114,0.7312391788276033
115,0.7356665842196389
116,0.7473410833539451
117,0.7461291120455108
118,0.7453870887954489
119,0.7139005688844917
120,0.7228543161019045
