Heads_Pruned,Accuracy_Gnorm
0,0.9154310818231741
1,0.9168954786747209
2,0.9154310818231741
3,0.9172615778876075
4,0.9178107267069375
5,0.9170785282811642
6,0.9170785282811642
7,0.9167124290682775
8,0.9163463298553908
9,0.9161632802489474
10,0.9157971810360608
11,0.9159802306425041
12,0.9152480322167308
13,0.9134175361522973
14,0.914332784184514
15,0.914881933003844
16,0.9137836353651839
17,0.9123192385136372
18,0.9115870400878638
19,0.9134175361522973
20,0.9136005857587406
21,0.9126853377265239
22,0.9114039904814205
23,0.9123192385136372
24,0.9104887424492037
25,0.9106717920556471
26,0.9101226432363171
27,0.9097565440234303
28,0.9093904448105437
29,0.909573494416987
30,0.9092073952041003
31,0.9108548416620904
32,0.9112209408749771
33,0.9106717920556471
34,0.9081090975654402
35,0.9081090975654402
36,0.9086582463847702
37,0.9071938495332235
38,0.9071938495332235
39,0.90481420464946
40,0.90426505583013
41,0.9044481054365733
42,0.9018854109463664
43,0.9013362621270364
44,0.8973091707852828
45,0.8978583196046128
46,0.8971261211788395
47,0.8982244188174996
48,0.8989566172432729
49,0.8951125755079626
50,0.8941973274757459
51,0.8912685337726524
52,0.8918176825919825
53,0.8872414424308988
54,0.8813838550247117
55,0.8764415156507414
56,0.8764415156507414
57,0.8722313747025444
58,0.8700347794252242
59,0.8694856306058942
60,0.8616144975288303
61,0.8606992494966136
62,0.8601501006772836
63,0.8606992494966136
64,0.8574043565806333
65,0.8552077613033132
66,0.8539264140582098
67,0.8552077613033132
68,0.8537433644517665
69,0.8520959179937763
70,0.8491671242906828
71,0.8478857770455793
72,0.8489840746842394
