Heads_Pruned,Accuracy_Gnorm
0,0.8639376700469948
1,0.8643334157803612
2,0.8628741033885728
3,0.862824635171902
4,0.8631709126885976
5,0.8625030917635419
6,0.8626514964135543
7,0.8627751669552313
8,0.8631214444719267
9,0.863071976255256
10,0.862255750680188
11,0.8625772940885481
12,0.8624783576552065
13,0.8616373979718032
14,0.8605490972050458
15,0.8607964382883997
16,0.8596339351966361
17,0.8602028196883502
18,0.8603512243383626
19,0.8594855305466238
20,0.859683403413307
21,0.8597576057383132
22,0.8591392530299282
23,0.8591145189215929
24,0.8586445708632204
25,0.8588177096215681
26,0.8586940390798912
27,0.8555280732129606
28,0.8555775414296315
29,0.8569626514964136
30,0.8569626514964136
31,0.8569131832797428
32,0.8566905763047242
33,0.8563195646796933
34,0.8561216918130101
35,0.8565421716547118
36,0.8562206282463517
37,0.8566411080880534
38,0.8570615879297552
39,0.8571852584714321
40,0.8566658421963889
41,0.8560969577046748
42,0.8570615879297552
43,0.8572841949047737
44,0.8560969577046748
45,0.8552312639129359
46,0.8552065298046005
47,0.8558990848379916
48,0.8560722235963394
49,0.8547613158545635
50,0.8544397724462033
51,0.8540687608211724
52,0.8537966856294831
53,0.8537472174128122
54,0.8525352461043779
55,0.8519910957209993
56,0.8504823151125402
57,0.8507296561958941
58,0.8493940143457829
59,0.8478110314123176
60,0.8472174128122681
61,0.8469453376205788
62,0.847588424437299
63,0.8473658174622805
64,0.8460054415038338
65,0.844076181053673
66,0.8444471926787039
67,0.8429631461785803
68,0.8391540934949295
69,0.8393519663616127
70,0.8394756369032896
71,0.839055157061588
72,0.8352708384862726
