Heads_Pruned,Accuracy_Gnorm
0,0.9267801574226615
1,0.928610653487095
2,0.9284276038806517
3,0.9284276038806517
4,0.9278784550613216
5,0.9282445542742083
6,0.9282445542742083
7,0.9269632070291048
8,0.9269632070291048
9,0.9251327109646714
10,0.9260479589968882
11,0.9236683141131247
12,0.9234852645066813
13,0.9234852645066813
14,0.9240344133260113
15,0.923851363719568
16,0.9256818597840014
17,0.9254988101775581
18,0.9260479589968882
19,0.9258649093904449
20,0.918542925132711
21,0.9187259747391543
22,0.9187259747391543
23,0.9170785282811642
24,0.9174446274940509
25,0.9159802306425041
26,0.9154310818231741
27,0.9159802306425041
28,0.9157971810360608
29,0.9154310818231741
30,0.9165293794618341
31,0.9156141314296175
32,0.9117700896943072
33,0.9123192385136372
34,0.9007871133077063
35,0.9004210140948197
36,0.8996888156690463
37,0.900054914881933
38,0.9011532125205931
39,0.900604063701263
40,0.9017023613399231
41,0.9007871133077063
42,0.9011532125205931
43,0.900054914881933
44,0.8985905180303863
45,0.8967600219659527
46,0.8903532857404357
47,0.8909024345597657
48,0.8844956983342486
49,0.8704008786381109
50,0.8680212337543475
51,0.8394654951491854
52,0.8367197510525353
53,0.8392824455427421
54,0.8431264872780524
55,0.844041735310269
56,0.8352553542009885
57,0.8370858502654219
58,0.8367197510525353
59,0.8246384770272744
60,0.8081640124473732
61,0.8153029470986637
62,0.8072487644151565
63,0.805967417170053
64,0.7988284825187626
65,0.7990115321252059
66,0.774665934468241
67,0.7702727439136006
68,0.7708218927329307
69,0.7486728903532858
70,0.7490389895661724
71,0.7581914698883397
72,0.7658795533589603
