Heads_Pruned,Accuracy_Gnorm
0,0.8458481915435557
1,0.8453387671930719
2,0.8420784513499745
3,0.8433010697911361
4,0.8416709118695873
5,0.8416709118695873
6,0.8416709118695873
7,0.8409577177789098
8,0.8426897605705552
9,0.8423841059602649
10,0.8422822210901681
11,0.8420784513499745
12,0.8419765664798777
13,0.8411614875191035
14,0.8409577177789098
15,0.840855832908813
16,0.8412633723892002
17,0.8415690269994905
18,0.8406520631686195
19,0.8386143657666837
20,0.8388181355068772
21,0.8383087111563933
22,0.8370860927152318
23,0.8382068262862965
24,0.8380030565461029
25,0.8361691288843607
26,0.8366785532348446
27,0.8316861946001018
28,0.8294447274579725
29,0.8290371879775853
30,0.829240957717779
31,0.8294447274579725
32,0.8294447274579725
33,0.8290371879775853
34,0.8299541518084564
35,0.8261844116148752
36,0.8252674477840041
37,0.8253693326541008
38,0.8266938359653592
39,0.8255731023942945
40,0.8242485990830362
41,0.8248599083036169
42,0.8231278655119715
43,0.8225165562913908
44,0.823841059602649
45,0.8229240957717779
46,0.8226184411614875
47,0.8213958227203261
48,0.8221090168110036
49,0.8222109016811003
50,0.8200713194090677
51,0.8206826286296485
52,0.8200713194090677
53,0.8190524707080998
54,0.8192562404482935
55,0.8149770759042282
56,0.8151808456444218
57,0.8144676515537442
58,0.8152827305145186
59,0.8146714212939379
60,0.8132450331125828
61,0.8123280692817116
62,0.8097809475292919
63,0.8093734080489048
64,0.8084564442180336
65,0.8075394803871625
66,0.8059093224656139
67,0.804381049414162
68,0.8026490066225166
69,0.8030565461029037
70,0.7996943453897096
71,0.7969434538970963
72,0.7963321446765156
73,0.7926642893530311
74,0.7900152827305145
75,0.7908303616912888
76,0.7900152827305145
77,0.7835965359144167
78,0.7828833418237392
79,0.780030565461029
80,0.776158940397351
81,0.7763627101375445
82,0.773713703515028
83,0.7719816607233826
84,0.7714722363728986
85,0.7722873153336729
86,0.773204279164544
87,0.7728986245542537
88,0.7582272032603159
89,0.7573102394294448
90,0.7493632195618951
91,0.7420275089149261
92,0.741619969434539
93,0.7381558838512481
94,0.7329597554763118
95,0.6925114620478859
96,0.6884360672440143
97,0.6824248599083036
98,0.6742740703005604
99,0.6711156393275599
100,0.6658176260825267
101,0.6596026490066225
102,0.6577687213448803
103,0.652572592969944
104,0.6265919510952623
105,0.611207335710647
106,0.5801324503311258
107,0.5762608252674478
108,0.5857361181864493
