Heads_Pruned,Accuracy_Gnorm
0,0.9154310818231741
1,0.9168954786747209
2,0.9154310818231741
3,0.9172615778876075
4,0.9178107267069375
5,0.9170785282811642
6,0.9170785282811642
7,0.9161632802489474
8,0.9163463298553908
9,0.914881933003844
10,0.9150649826102873
11,0.9154310818231741
12,0.9130514369394106
13,0.9134175361522973
14,0.9130514369394106
15,0.914881933003844
16,0.9145158337909574
17,0.914332784184514
18,0.9130514369394106
19,0.9119531393007505
20,0.9123192385136372
21,0.9126853377265239
22,0.9134175361522973
23,0.9130514369394106
24,0.9121361889071938
25,0.9137836353651839
26,0.9114039904814205
27,0.9097565440234303
28,0.909024345597657
29,0.909024345597657
30,0.9092073952041003
31,0.9110378912685337
32,0.909024345597657
33,0.9084751967783269
34,0.9092073952041003
35,0.9071938495332235
36,0.9073768991396669
37,0.9060955518945635
38,0.9055464030752334
39,0.9057294526816767
40,0.9037159070108
41,0.900604063701263
42,0.8971261211788395
43,0.8949295259015193
44,0.8938312282628592
45,0.8954786747208493
46,0.8962108731466227
47,0.895295625114406
48,0.8929159802306426
49,0.8927329306241991
50,0.8898041369211056
51,0.8901702361339923
52,0.8885227896760022
53,0.885777045579352
54,0.8841295991213619
55,0.8775398132894014
56,0.8777228628958448
57,0.8733296723412045
58,0.8718652754896576
59,0.8705839282445543
60,0.8689364817865641
61,0.8663737872963573
62,0.8570382573677466
63,0.8575874061870767
64,0.85667215815486
65,0.85612300933553
66,0.8519128683873329
67,0.8508145707486728
68,0.8469705290133627
69,0.8480688266520227
70,0.8504484715357862
71,0.8480688266520227
72,0.8458722313747026
73,0.8420281896393923
74,0.8411129416071755
75,0.8405637927878455
76,0.8396485447556288
77,0.8343401061687717
78,0.8273842211239246
79,0.829763866007688
80,0.823906278601501
81,0.814936847885777
82,0.8196961376533041
83,0.8110928061504667
84,0.8120080541826835
85,0.8063335163829398
86,0.7951674903898956
87,0.7964488376349991
88,0.7958996888156691
89,0.7955335896027823
90,0.7929708951125755
91,0.781072670693758
92,0.7757642321069009
93,0.7554457257916896
94,0.747208493501739
95,0.7307340289218378
96,0.719201903715907
97,0.6873512721947648
98,0.6569650375251693
99,0.6293245469522241
100,0.6203551162365001
101,0.5916163280248947
102,0.5903349807797913
103,0.5820977484898407
104,0.5691012264323632
105,0.5766062602965404
106,0.5661724327292696
107,0.5418268350723046
108,0.5315760571114773
