Heads Pruned,Accuracy_Gnorm
0,0.9220183486238532
1,0.9220183486238532
2,0.9220183486238532
3,0.9220183486238532
4,0.9220183486238532
5,0.9231651376146789
6,0.9220183486238532
7,0.9220183486238532
8,0.9208715596330275
9,0.9208715596330275
10,0.9220183486238532
11,0.9220183486238532
12,0.9220183486238532
13,0.9254587155963303
14,0.9231651376146789
15,0.9231651376146789
16,0.9231651376146789
17,0.9231651376146789
18,0.9231651376146789
19,0.9231651376146789
20,0.9231651376146789
21,0.9231651376146789
22,0.9243119266055045
23,0.9254587155963303
24,0.926605504587156
25,0.9231651376146789
26,0.9243119266055045
27,0.9231651376146789
28,0.9231651376146789
29,0.9174311926605505
30,0.9185779816513762
31,0.9162844036697247
32,0.9162844036697247
33,0.9197247706422018
34,0.9151376146788991
35,0.9162844036697247
36,0.9139908256880734
37,0.9151376146788991
38,0.9151376146788991
39,0.9162844036697247
40,0.9185779816513762
41,0.9151376146788991
42,0.9151376146788991
43,0.9162844036697247
44,0.9162844036697247
45,0.9185779816513762
46,0.911697247706422
47,0.9139908256880734
48,0.9105504587155964
49,0.911697247706422
50,0.908256880733945
51,0.9036697247706422
52,0.9036697247706422
53,0.9059633027522935
54,0.9048165137614679
55,0.9059633027522935
56,0.9036697247706422
57,0.9036697247706422
58,0.9025229357798165
59,0.9002293577981652
60,0.9002293577981652
61,0.8990825688073395
62,0.9013761467889908
63,0.9002293577981652
64,0.9013761467889908
65,0.9036697247706422
66,0.8990825688073395
67,0.9036697247706422
68,0.9036697247706422
69,0.8944954128440367
70,0.8956422018348624
71,0.8967889908256881
72,0.8956422018348624
73,0.8944954128440367
74,0.8967889908256881
75,0.9002293577981652
76,0.9025229357798165
77,0.9013761467889908
78,0.9036697247706422
79,0.9025229357798165
80,0.9036697247706422
81,0.9025229357798165
82,0.8967889908256881
83,0.8956422018348624
84,0.8990825688073395
85,0.893348623853211
86,0.9002293577981652
87,0.8990825688073395
88,0.8944954128440367
89,0.8944954128440367
90,0.8956422018348624
91,0.8944954128440367
92,0.8956422018348624
93,0.8944954128440367
94,0.8956422018348624
95,0.8910550458715596
96,0.8841743119266054
97,0.8853211009174312
98,0.8807339449541285
99,0.8761467889908257
100,0.8692660550458715
101,0.8532110091743119
102,0.8532110091743119
103,0.8486238532110092
104,0.8463302752293578
105,0.8394495412844036
106,0.8302752293577982
107,0.8314220183486238
108,0.8314220183486238
109,0.8211009174311926
110,0.8142201834862385
111,0.8153669724770642
112,0.8188073394495413
113,0.8061926605504587
114,0.8038990825688074
115,0.7993119266055045
116,0.7901376146788991
117,0.783256880733945
118,0.7821100917431193
119,0.7752293577981652
120,0.7740825688073395
