Heads_Pruned,Accuracy_Gnorm
0,0.8458481915435557
1,0.8453387671930719
2,0.8420784513499745
3,0.8433010697911361
4,0.8416709118695873
5,0.8412633723892002
6,0.841365257259297
7,0.8409577177789098
8,0.8426897605705552
9,0.8420784513499745
10,0.8422822210901681
11,0.8417727967396842
12,0.841874681609781
13,0.8410596026490066
14,0.8409577177789098
15,0.8398369842078451
16,0.83841059602649
17,0.8395313295975547
18,0.839429444727458
19,0.8392256749872644
20,0.8359653591441671
21,0.8346408558329088
22,0.8352521650534895
23,0.8347427407030056
24,0.8352521650534895
25,0.8332144676515537
26,0.8325012735608762
27,0.8318899643402955
28,0.8309730005094244
29,0.8310748853795211
30,0.8306673458991339
31,0.8308711156393276
32,0.8314824248599083
33,0.8316861946001018
34,0.8300560366785532
35,0.8280183392766174
36,0.8256749872643913
37,0.8258787570045848
38,0.8266938359653592
39,0.8264900662251655
40,0.8280183392766174
41,0.8252674477840041
42,0.8227203260315843
43,0.8241467142129394
44,0.8246561385634233
45,0.8235354049923587
46,0.8229240957717779
47,0.8218033622007132
48,0.8237391747325522
49,0.8226184411614875
50,0.8211920529801324
51,0.82190524707081
52,0.8214977075904228
53,0.82190524707081
54,0.8208863983698421
55,0.8209882832399389
56,0.8191543555781966
57,0.8164034640855833
58,0.8161996943453897
59,0.810188487009679
60,0.8100866021395823
61,0.8109016811003565
62,0.80825267447784
63,0.8075394803871625
64,0.8055017829852267
65,0.8039735099337748
66,0.8053998981151299
67,0.8039735099337748
68,0.8003056546102904
69,0.7983698420784513
70,0.7979623025980642
71,0.7961283749363219
72,0.7970453387671931
