Heads_Pruned,Accuracy_Gnorm
0,0.8124299541518084
1,0.813143148242486
2,0.813143148242486
3,0.813143148242486
4,0.8125318390219053
5,0.8123280692817116
6,0.8125318390219053
7,0.8115129903209374
8,0.8119205298013245
9,0.8126337238920021
10,0.8093734080489048
11,0.8094752929190016
12,0.8091696383087111
13,0.80825267447784
14,0.8074375955170657
15,0.8080489047376465
16,0.8074375955170657
17,0.8032603158430973
18,0.8032603158430973
19,0.8017320427916454
20,0.801426388181355
21,0.8004075394803871
22,0.7984717269485482
23,0.7979623025980642
24,0.7978604177279673
25,0.7961283749363219
26,0.7966377992868059
27,0.7916454406520632
28,0.7916454406520632
29,0.7834946510443199
30,0.7833927661742232
31,0.7833927661742232
32,0.7845134997452878
33,0.7839021905247071
34,0.7827814569536424
35,0.7843097300050943
36,0.7841059602649006
37,0.7846153846153846
38,0.7874681609780948
39,0.7876719307182883
40,0.7870606214977076
41,0.7810494141619969
42,0.7823739174732552
43,0.7839021905247071
44,0.7842078451349974
45,0.7832908813041264
46,0.7830871115639327
47,0.7845134997452878
48,0.7928680590932247
49,0.7916454406520632
50,0.7924605196128375
51,0.7901171676006113
52,0.7880794701986755
53,0.774223127865512
54,0.7726948548140601
55,0.7720835455934794
56,0.7727967396841569
57,0.7720835455934794
58,0.7722873153336729
59,0.7721854304635761
60,0.7722873153336729
61,0.7681100356597045
62,0.7744268976057056
63,0.773204279164544
64,0.7727967396841569
65,0.7701477330616403
66,0.7695364238410596
67,0.7678043810494142
68,0.7709628120224147
69,0.7676006113092205
70,0.7646459500764137
71,0.7638308711156393
72,0.7594498217014773
