Step,Heads Pruned,Time_Gnorm_sec,Time_Taylor_sec,Time_Attr_sec
1,1,33.12482490495313,20.475282120984048,31.19470852892846
2,2,33.05358766892459,20.478510370012373,31.226388690061867
3,3,33.022236831020564,20.354210363002494,31.53955399896949
4,4,32.99986824707594,20.351628509000875,31.026335629983805
5,5,32.8723371650558,20.36887438991107,31.4539683109615
6,6,32.8326022910187,20.26737207896076,30.8987518720096
7,7,32.660724057932384,20.27942236000672,31.038187921978533
8,8,32.70607160998043,20.184164957958274,30.80646100698505
9,9,32.505477605969645,20.182225642958656,30.743125777924437
10,10,32.45452703302726,20.209366729017347,30.716848585987464
11,11,32.418668497004546,20.100492862984538,30.56425315409433
12,12,32.35721085302066,20.00557361007668,30.51249714102596
13,13,32.37782463396434,20.040457239025272,30.919555989908982
14,14,32.181104820920154,19.953691845061257,30.41370050399564
15,15,32.229466898948886,19.970796345965937,30.485721169039607
16,16,32.07547989790328,19.883731119916774,30.360962214996107
17,17,32.067550058010966,19.794662368949503,30.218830615049228
18,18,31.93423364299815,19.8353088919539,30.204333314904943
19,19,31.95776300597936,19.70651718089357,30.09642445994541
20,20,31.784567471942864,19.727733559091575,30.00476148899179
21,21,31.72076892096084,19.724958581035025,30.01327781099826
22,22,31.67626434995327,19.599386670044623,30.20608762500342
23,23,31.60756624303758,19.569796127965674,29.75932117504999
24,24,31.57928720093332,19.624104121001437,29.76375303196255
25,25,31.41243305907119,19.528338273987174,29.85211758501828
26,26,31.49558785604313,19.536009410978295,29.586976777995005
27,27,31.313331497018225,19.436318440944888,29.6438764880877
28,28,31.343754780013118,19.326726058032364,29.557411117013544
29,29,31.16390628600493,19.38024149800185,29.496720936032943
30,30,31.15035962802358,19.238398402929306,29.30391341506038
31,31,30.98863082996104,19.219784066895954,29.192753057926893
32,32,30.890367288026027,19.248349598958157,29.31036847701762
33,33,30.770716362982057,20.044557812041603,29.17125544999726
34,34,30.734928081044927,19.14860745309852,29.20930295204744
35,35,30.780970175983384,19.02830864605494,29.03961404704023
36,36,30.58345523197204,19.024385581957176,28.896928717033006
37,37,30.65150848205667,19.042799716000445,28.978824352961965
38,38,30.473205688991584,19.661951306043193,28.745874523068775
39,39,30.487525470089167,18.899221173953265,28.702357778907757
40,40,30.308673536987044,18.926456585992128,28.71818224003073
41,41,30.350406436016783,18.77626356703695,28.66801252402365
42,42,30.18743104499299,18.802888115984388,28.56843613495585
43,43,30.21671775495633,18.691352279041894,28.54509905201849
44,44,30.043717960943468,18.615370615036227,28.28674378490541
45,45,29.93374204006977,18.6594335839618,28.33845689194277
46,46,29.855986646958627,18.585061238030903,28.1523949499242
47,47,29.77056275610812,18.54154506290797,28.105837954906747
48,48,29.79062528302893,18.607584708952345,28.37376818305347
49,49,29.649523842032067,18.430299437022768,27.903230534051545
50,50,29.61972124699969,18.469888880033977,27.86265283601824
51,51,29.46013256791048,18.96948122093454,27.83233394299168
52,52,29.45684573496692,18.303611707990058,27.761477262014523
53,53,29.24741864099633,18.306420401087962,27.67861969396472
54,54,29.29409515601583,18.180398227996193,27.556366718024947
55,55,29.016005976009183,18.132256059907377,27.528743774048053
56,56,29.125999463023614,18.179307078011334,27.501735950936563
57,57,28.97086582100019,18.02252437302377,27.70726120506879
58,58,28.921787731931545,18.051607667002827,27.339667433989234
59,59,28.75845899002161,17.902084646979347,27.285582807962783
60,60,28.74385486904066,17.87152246700134,27.107494528987445
61,61,28.783509521046653,17.880488501978107,27.094784953980707
62,62,28.642170418985188,17.757908532978036,27.173348510987125
63,63,28.63509197800886,17.757853246992454,26.94355240499135
64,64,28.516511035035364,17.730556866968982,26.845975183998235
65,65,28.564817392034456,17.633414354990236,26.69992817100137
66,66,28.388435924891382,17.69036728492938,26.96802866400685
67,67,28.3473022649996,17.569814155925997,26.6287374580279
68,68,28.190320797031745,17.479478438035585,26.49006054701749
69,69,28.21236774895806,17.46680508297868,26.45994723401964
70,70,28.067107148002837,17.381602118024603,26.33881526300684
71,71,27.966719032963734,17.362061446066946,26.292680618935265
72,72,27.876319937990047,17.408415418001823,26.25490054499824
73,73,27.781635154038668,17.249784406041726,26.114377946942117
74,74,27.826090564019974,17.30500030796975,26.13103002600837
75,75,27.62355929403566,17.195130857056938,25.99644914199598
76,76,27.593373015988615,17.12713521893602,25.96109973196872
77,77,27.459224833990447,17.251207689987496,26.11396224994678
78,78,27.42018440400716,17.097313585109077,25.79683506698348
79,79,27.292785031022504,17.046791700995527,25.768281857017428
80,80,27.280333293019797,17.072203240008093,25.708742343005724
81,81,27.07366240792908,16.94501672394108,25.4698332779808
82,82,27.142909237998538,16.934859724948183,25.425524013931863
83,83,26.98127555206884,16.83424090896733,25.4195837440202
84,84,26.853653004043736,16.846351008978672,25.40889507799875
85,85,26.749721947009675,16.80490111396648,25.2659138829913
86,86,26.693132368964143,16.669822614989243,25.17103467695415
87,87,26.74728157604113,16.62653164495714,25.097413007053547
88,88,26.538858752930537,16.682043716078624,25.05184602702502
89,89,26.50301011092961,16.582980097969994,24.86664671706967
90,90,26.42080546496436,16.705607092007995,24.89486334403045
91,91,26.354901094920933,16.450190708972514,24.86359154595993
92,92,26.163924266933464,16.388913679984398,24.99326676107012
93,93,26.149582913029008,16.479424083954655,24.667402424965985
94,94,25.98896188789513,16.29409136401955,24.534955882001668
95,95,26.044882474001497,16.260519693023525,24.46251022897195
96,96,25.88118519901764,16.484353109030053,24.454678093083203
97,97,25.788057416910306,16.201529567013495,24.32168240391184
98,98,25.79772032797337,16.164602115983143,24.291250788024627
99,99,25.671258357004263,16.035006377031095,24.314307354972694
100,100,25.680440226919018,16.046594345010817,24.30700136988889
101,101,25.52134562609717,16.018290352076292,24.16640190500766
102,102,25.49236751603894,15.90238811308518,24.41649803193286
