Step,Heads Pruned,Time_Gnorm_sec,Time_Taylor_sec,Time_Attr_sec
1,1,24.363120806054212,8.23043270688504,22.106596995028667
2,2,24.303403411991894,8.2112088680733,22.051110750995576
3,3,24.257870294037275,8.193258709041402,22.048208673018962
4,4,24.26015352399554,8.190993653028272,22.125104613951407
5,5,24.19776750903111,8.161775329033844,22.026391035993584
6,6,24.24216888495721,8.145888171042316,21.911822300986387
7,7,24.187471452984028,8.114167078980245,21.822065926040523
8,8,24.1598958800314,8.111063788994215,21.783812423003837
9,9,23.982742185005918,8.192170055001043,21.789289084961638
10,10,24.01475869002752,8.078500988078304,21.676737775909714
11,11,23.8551417440176,8.038583918940276,21.59689481300302
12,12,23.960506948060356,8.041803447995335,21.40621952607762
13,13,23.81962772703264,8.025040381937288,21.466727285063826
14,14,23.764996584970504,7.986516324104741,21.40487337799277
15,15,23.592437825049274,7.991402401006781,21.35753462498542
16,16,23.527381447027437,7.97481140808668,21.278729951009154
17,17,23.476431858958676,7.9839236789848655,21.15187943598721
18,18,23.39868895604741,7.962659167009406,21.182287044939585
19,19,23.372909707017243,8.10957793192938,21.07176464004442
20,20,23.28965937101748,8.046871255035512,21.20610118599143
21,21,23.258413827978075,8.059102457016706,21.010897957952693
22,22,23.190432378905825,8.003142083063722,21.102626747917384
23,23,23.142116933944635,8.017451810999773,20.973375675966963
24,24,23.16234408703167,7.935544305946678,20.909043692983687
25,25,23.249930327991024,7.946415985003114,20.758667625952512
26,26,23.2875047409907,7.91698565101251,20.812089594081044
27,27,23.04277417890262,7.901662767981179,20.782754726940766
28,28,22.986153158941306,8.03862284310162,20.767298529041
29,29,22.90403257892467,7.854356750962324,20.803413994028233
30,30,22.82549552398268,7.88523747806903,20.627120872028172
31,31,22.739636244019493,7.855357802007347,20.549595464020967
32,32,22.695693040033802,7.81256476289127,20.466108562075533
33,33,22.632990932906978,7.803343623061664,20.49772964406293
34,34,22.582359621999785,7.813153850962408,20.443989984923974
35,35,22.507794487988576,7.8940034789266065,20.374896720051765
36,36,22.471234766067937,7.6375742689706385,20.40357647591736
37,37,22.408086683950387,7.615304150036536,20.31295102601871
38,38,22.330889469012618,7.6657148390077055,20.277844875934534
39,39,22.22795672295615,7.568383872043341,20.45102113694884
40,40,22.26615112600848,7.553010429954156,20.258893082966097
41,41,22.191715935012326,7.5166828921064734,20.155926904990338
42,42,22.297195320017636,7.485458989045583,20.16385898599401
43,43,22.099816514994018,7.46422814799007,20.007672681007534
44,44,22.040321492939256,7.426965312100947,19.86885311198421
45,45,21.963993417914025,7.416792280040681,19.797326865023933
46,46,21.957305044983514,7.402822439093143,19.827934034052305
47,47,21.87834755703807,7.534858581027947,19.730291491025127
48,48,21.81514724099543,7.454863354098052,19.763061587000266
49,49,21.74250989407301,7.496291236020625,19.52753779909108
