Heads Pruned,Accuracy_Product,Accuracy_Sum,Accuracy_Max
0,0.9243119266055045,0.9243119266055045,0.9243119266055045
1,0.9220183486238532,0.9243119266055045,0.9243119266055045
2,0.9185779816513762,0.9243119266055045,0.9243119266055045
3,0.9174311926605505,0.9231651376146789,0.9220183486238532
4,0.9174311926605505,0.9231651376146789,0.9231651376146789
5,0.9174311926605505,0.9220183486238532,0.9220183486238532
6,0.9185779816513762,0.9220183486238532,0.9243119266055045
7,0.9185779816513762,0.9243119266055045,0.9254587155963303
8,0.9185779816513762,0.9231651376146789,0.9277522935779816
9,0.9185779816513762,0.9231651376146789,0.9243119266055045
10,0.9174311926605505,0.9231651376146789,0.9243119266055045
11,0.9162844036697247,0.9208715596330275,0.9197247706422018
12,0.9162844036697247,0.9197247706422018,0.9220183486238532
13,0.9139908256880734,0.9174311926605505,0.9197247706422018
14,0.9139908256880734,0.9174311926605505,0.9208715596330275
15,0.9162844036697247,0.9185779816513762,0.9208715596330275
16,0.9151376146788991,0.9174311926605505,0.9220183486238532
17,0.9174311926605505,0.9231651376146789,0.9231651376146789
18,0.9174311926605505,0.9231651376146789,0.9243119266055045
19,0.9174311926605505,0.9231651376146789,0.9220183486238532
20,0.9185779816513762,0.9231651376146789,0.9220183486238532
21,0.9174311926605505,0.9220183486238532,0.9220183486238532
22,0.9185779816513762,0.9243119266055045,0.9243119266055045
23,0.9174311926605505,0.9220183486238532,0.9197247706422018
24,0.9174311926605505,0.9220183486238532,0.9185779816513762
25,0.9208715596330275,0.9208715596330275,0.9185779816513762
26,0.9185779816513762,0.9174311926605505,0.9197247706422018
27,0.9151376146788991,0.9162844036697247,0.9174311926605505
28,0.9162844036697247,0.9197247706422018,0.9185779816513762
29,0.9162844036697247,0.9185779816513762,0.9185779816513762
30,0.9139908256880734,0.9174311926605505,0.9197247706422018
31,0.9162844036697247,0.9185779816513762,0.9174311926605505
32,0.9151376146788991,0.9174311926605505,0.9174311926605505
33,0.9185779816513762,0.9185779816513762,0.9197247706422018
34,0.9185779816513762,0.9174311926605505,0.9128440366972477
35,0.9197247706422018,0.9174311926605505,0.9128440366972477
36,0.9185779816513762,0.9197247706422018,0.9128440366972477
37,0.9208715596330275,0.9208715596330275,0.9094036697247706
38,0.9231651376146789,0.9185779816513762,0.911697247706422
39,0.9208715596330275,0.9185779816513762,0.9094036697247706
40,0.9197247706422018,0.9185779816513762,0.9071100917431193
41,0.9208715596330275,0.9185779816513762,0.9105504587155964
42,0.9220183486238532,0.9197247706422018,0.9094036697247706
43,0.9208715596330275,0.9174311926605505,0.908256880733945
44,0.9197247706422018,0.9162844036697247,0.9071100917431193
45,0.9197247706422018,0.9185779816513762,0.9036697247706422
46,0.9220183486238532,0.9174311926605505,0.9036697247706422
47,0.9197247706422018,0.9162844036697247,0.8967889908256881
48,0.9208715596330275,0.9162844036697247,0.8967889908256881
49,0.9208715596330275,0.9162844036697247,0.8944954128440367
50,0.9185779816513762,0.9162844036697247,0.8853211009174312
51,0.9151376146788991,0.9139908256880734,0.8853211009174312
52,0.9151376146788991,0.911697247706422,0.8887614678899083
53,0.9151376146788991,0.908256880733945,0.8658256880733946
54,0.9162844036697247,0.9036697247706422,0.8658256880733946
55,0.9151376146788991,0.9036697247706422,0.8623853211009175
56,0.9174311926605505,0.9013761467889908,0.8635321100917431
57,0.9151376146788991,0.9036697247706422,0.8589449541284404
58,0.9151376146788991,0.8922018348623854,0.8658256880733946
59,0.9151376146788991,0.893348623853211,0.8704128440366973
60,0.9105504587155964,0.8922018348623854,0.8692660550458715
61,0.908256880733945,0.8944954128440367,0.8520642201834863
62,0.9094036697247706,0.8956422018348624,0.8440366972477065
63,0.9105504587155964,0.8956422018348624,0.8440366972477065
64,0.9105504587155964,0.893348623853211,0.8440366972477065
65,0.911697247706422,0.9002293577981652,0.8474770642201835
66,0.9094036697247706,0.8967889908256881,0.8428899082568807
67,0.908256880733945,0.8922018348623854,0.8509174311926605
68,0.9059633027522935,0.8841743119266054,0.8463302752293578
69,0.9094036697247706,0.8841743119266054,0.8451834862385321
70,0.9094036697247706,0.8807339449541285,0.8463302752293578
71,0.9048165137614679,0.8795871559633027,0.8474770642201835
72,0.9071100917431193,0.8795871559633027,0.8474770642201835
73,0.9036697247706422,0.8795871559633027,0.8509174311926605
74,0.8990825688073395,0.8772935779816514,0.8555045871559633
75,0.9002293577981652,0.8784403669724771,0.8543577981651376
76,0.8979357798165137,0.8772935779816514,0.8577981651376146
77,0.9025229357798165,0.8727064220183486,0.8532110091743119
78,0.9036697247706422,0.8738532110091743,0.8497706422018348
79,0.9071100917431193,0.8692660550458715,0.8509174311926605
80,0.9025229357798165,0.8509174311926605,0.8486238532110092
81,0.9013761467889908,0.8520642201834863,0.8474770642201835
82,0.9013761467889908,0.8463302752293578,0.8360091743119266
83,0.9013761467889908,0.8486238532110092,0.841743119266055
84,0.9013761467889908,0.856651376146789,0.8371559633027523
85,0.9025229357798165,0.8497706422018348,0.8348623853211009
86,0.9025229357798165,0.8509174311926605,0.838302752293578
87,0.9059633027522935,0.8428899082568807,0.8360091743119266
88,0.9059633027522935,0.8486238532110092,0.838302752293578
89,0.9048165137614679,0.8474770642201835,0.8314220183486238
90,0.9013761467889908,0.8474770642201835,0.8360091743119266
91,0.9048165137614679,0.841743119266055,0.8337155963302753
92,0.9071100917431193,0.8451834862385321,0.8337155963302753
93,0.9048165137614679,0.8463302752293578,0.8348623853211009
94,0.8956422018348624,0.841743119266055,0.8314220183486238
95,0.8922018348623854,0.8394495412844036,0.823394495412844
96,0.8910550458715596,0.8394495412844036,0.8268348623853211
97,0.8922018348623854,0.8360091743119266,0.819954128440367
98,0.8910550458715596,0.8302752293577982,0.8153669724770642
99,0.8910550458715596,0.8348623853211009,0.8073394495412844
100,0.8967889908256881,0.8337155963302753,0.8004587155963303
101,0.8899082568807339,0.8360091743119266,0.8073394495412844
102,0.8841743119266054,0.8256880733944955,0.8061926605504587
103,0.8772935779816514,0.8130733944954128,0.7958715596330275
104,0.875,0.8165137614678899,0.7855504587155964
105,0.8772935779816514,0.8176605504587156,0.7889908256880734
106,0.8646788990825688,0.8096330275229358,0.7947247706422018
107,0.8509174311926605,0.8176605504587156,0.7855504587155964
108,0.8474770642201835,0.8027522935779816,0.7947247706422018
109,0.819954128440367,0.7993119266055045,0.7912844036697247
110,0.8073394495412844,0.7981651376146789,0.7889908256880734
111,0.8107798165137615,0.7786697247706422,0.7924311926605505
112,0.7970183486238532,0.7729357798165137,0.7798165137614679
113,0.7993119266055045,0.7752293577981652,0.7740825688073395
114,0.7958715596330275,0.7740825688073395,0.7694954128440367
115,0.7924311926605505,0.7981651376146789,0.7706422018348624
116,0.7935779816513762,0.7912844036697247,0.768348623853211
117,0.7993119266055045,0.7786697247706422,0.7454128440366973
118,0.7935779816513762,0.7763761467889908,0.7488532110091743
119,0.786697247706422,0.7752293577981652,0.7488532110091743
120,0.7798165137614679,0.7729357798165137,0.7465596330275229
121,0.7763761467889908,0.7740825688073395,0.7545871559633027
