Step,Heads Pruned,Time_Gnorm_sec,Time_Taylor_sec,Time_Attr_sec
1,1,24.415450550004607,8.394457664981019,22.16628208200564
2,2,24.353189390996704,8.372797502030153,22.13412272700225
3,3,24.27812283800449,8.375079951016232,22.04746668197913
4,4,24.22563820600044,8.419315103034023,22.013839776976965
5,5,24.159995029011043,8.372698061983101,21.974264741991647
6,6,24.128224329993827,8.339831541001331,21.9335354869836
7,7,24.04832105900277,8.32037966302596,21.870714799995767
8,8,24.0003989689867,8.31141858996125,21.83087249597884
9,9,23.99245113899815,8.388679146009963,21.843616980972
10,10,23.89743725999142,8.304763080028351,21.742194668011507
11,11,23.890936897019856,8.312629981024656,21.690676516998792
12,12,23.768489467998734,8.265784258022904,21.662367924000137
13,13,23.739074267999968,8.255427911994047,21.61344075598754
14,14,23.7109902749944,8.251508367015049,21.547422976000234
15,15,23.76665166398743,8.215758066042326,21.47619675399619
16,16,23.637255823006853,8.188884751987644,21.431291366025107
17,17,23.60488002901548,8.187075311958324,21.39942504902137
18,18,23.50736049300758,8.153869236004539,21.366846935008653
19,19,23.454559475998398,8.227788577030879,21.377308854978764
20,20,23.468131066998467,8.124344251002185,21.230122571985703
21,21,23.309750583022836,8.122269174957182,21.14646790601546
22,22,23.27801863700733,8.113428862998262,21.128042071009983
23,23,23.25123928001267,8.073053943982814,21.0661195589928
24,24,23.1960673359863,8.047499747015536,21.03420832598931
25,25,23.21444509399589,8.055208278994542,20.9785637689929
26,26,23.065193611982977,8.021629419992678,20.909672440000577
27,27,23.019593873003032,8.008528183039743,20.87504244101001
28,28,22.97470444100327,8.002052639028989,20.85784973899717
29,29,22.93257225299021,8.069685371010564,20.84553019900341
30,30,22.95188160397811,7.954920660005882,20.718940138991456
31,31,22.79621246998431,7.924221794994082,20.642542310000863
32,32,22.72428587998729,7.904449883964844,20.587634766998235
33,33,22.626726438000333,7.881862586014904,20.56792255298933
34,34,22.56733911699848,7.869488105992787,20.47702136900625
35,35,22.638866170978872,7.838198682991788,20.43388547099312
36,36,22.43132011598209,7.82828958297614,20.359386706986697
37,37,22.372793266986264,7.811825562035665,20.321799649012974
38,38,22.36264937600936,7.859731533972081,20.23393677599961
39,39,22.27067027700832,7.786306363996118,20.28727218898712
40,40,22.27925565899932,7.737088508030865,20.146613431017613
41,41,22.116594631021144,7.711864748969674,20.092524934007088
42,42,22.012820984004065,7.705002742994111,20.024744694994297
43,43,21.958087162987795,7.671652783988975,19.987411640002392
44,44,21.92440038998029,7.649493956007063,19.894397952011783
45,45,21.95381076299236,7.822327749978285,19.856776100001294
46,46,21.80845673801377,7.645720733969938,19.78533843200421
47,47,21.777920509979594,7.622284944052808,19.762991819006857
48,48,21.678382617013995,7.697913910029456,19.776866538013564
49,49,21.62093934800941,7.578367311041802,19.61878178699408
50,50,21.61505074298475,7.573248254018836,19.581498260988155
51,51,21.477829859999478,7.560042392986361,19.512746747990604
52,52,21.42936978099169,7.5211574520217255,19.42900912300684
53,53,21.32706952901208,7.502995674032718,19.365769532014383
54,54,21.309840036003152,7.487671186041553,19.30893481700332
55,55,21.3498385240091,7.477519720967393,19.27954727099859
56,56,21.2162601420132,7.4801509190001525,19.20640917299897
57,57,21.17624318401795,7.515076272014994,19.1488628500083
58,58,21.08425957302097,7.422335866955109,19.204284234991064
59,59,21.04890267402516,7.425179218000267,19.06138717799331
60,60,21.06003690799116,7.394988473970443,19.00536323100096
61,61,20.86757232999662,7.366771647997666,18.958892708003987
62,62,20.81746737897629,7.350991356011946,18.912726452981587
63,63,20.76344730198616,7.309585281996988,18.839463861018885
64,64,20.67798809299711,7.303686684987042,18.76552589100902
65,65,20.71885237700189,7.269329403003212,18.67940154200187
66,66,20.557339913997566,7.238601221004501,18.64688428599038
67,67,20.48058453202248,7.310984507028479,18.62171660698368
68,68,20.455707324988907,7.217113308026455,18.634389679995365
69,69,20.357129717012867,7.201734726026189,18.52498100599041
70,70,20.416299503995106,8.179136010003276,18.445100132987136
71,71,20.266082451998955,7.147633235028479,18.390444886987098
72,72,20.20578257599845,7.130541099002585,18.373538093990646
73,73,20.11918640902149,7.091908533999231,18.27479987699189
74,74,20.062904338003136,7.094565482984763,18.1958580329956
75,75,20.13278816800448,7.065021164016798,18.145838349999394
76,76,20.00033555799746,7.145811781985685,18.066687572019877
77,77,19.919831658015028,7.048299914051313,18.100254750985187
78,78,19.855319605994737,7.01285108103184,17.958154116000514
79,79,19.81462499700137,7.021316414989997,17.907328895002138
80,80,19.82408021701849,7.0108191490289755,17.866777571005514
81,81,19.676183395989938,6.976131109986454,17.768184562999522
82,82,19.644649585010484,6.943360201024916,17.744718927016947
83,83,19.55847832499421,6.937017784046475,17.656462308979826
84,84,19.467804921005158,6.91632766299881,17.591855892009335
85,85,19.502846513991244,6.978331924998201,17.578695456002606
86,86,19.331157732987776,7.069105097965803,17.492629821994342
87,87,19.24940615298692,6.863118005974684,17.58808900299482
88,88,19.15893569000764,6.8368557810317725,17.45330486499006
89,89,19.1050603199983,6.798325487005059,17.336811144981766
90,90,19.137281837989576,6.758341662993189,17.28352423000615
91,91,19.00569067898323,6.724423057981767,17.28725846100133
92,92,18.949174264009343,6.727101484022569,17.156921677000355
93,93,18.866925523005197,6.719208208029158,17.088201697974
94,94,18.79064321599435,6.727351814974099,17.02496222697664
95,95,18.83227830100805,6.761282713036053,16.980920502974186
96,96,18.67595051700482,6.652587161050178,16.92735022600391
97,97,18.619356323994,6.619906435022131,16.963958233012818
98,98,18.55376835100469,6.611566542997025,16.810703860013746
99,99,18.467850790009837,6.57138436101377,16.738694516010582
100,100,18.49933105698437,6.554663646966219,16.664980032015592
