Step,Heads Pruned,Time_Gnorm_sec,Time_Taylor_sec,Time_Attr_sec
1,1,8.93453573199804,1.1463650319783483,7.395660905982368
2,2,8.425469187001,1.129912965989206,7.381526707991725
3,3,8.411410137981875,1.1343346339999698,7.364264503994491
4,4,8.40009658501367,1.1350085099984426,7.356743189011468
5,5,8.385848955018446,1.1319060969981365,7.355460447026417
6,6,8.382788423012244,1.1566348699852824,7.335320453013992
7,7,8.357833012007177,1.1474643770197872,7.311408862005919
8,8,8.345662999985507,1.148461500997655,7.307255146995885
9,9,8.339467140001943,1.1431141560024116,7.315243109012954
10,10,8.320685264014173,1.1707841090101283,7.283319494017633
11,11,8.320491245016456,1.151001919992268,7.267078272998333
12,12,8.299621142999968,1.1364885430084541,7.256294218997937
13,13,8.281126309011597,1.1478408619877882,7.257914912013803
14,14,8.283117482002126,1.1470593419799116,7.242004283005372
15,15,8.264722580992384,1.1456511899887118,7.220475501002511
16,16,8.25354869000148,1.1405119429982733,7.194438128994079
17,17,8.23764756100718,1.1342677650100086,7.1782410879968666
18,18,8.209646395989694,1.1419398580037523,7.1635334790044
19,19,8.194665206974605,1.156968372000847,7.2343822510156315
20,20,8.178765276010381,1.131658645987045,7.112897419021465
21,21,8.146691378991818,1.1363681619986892,7.105026252014795
22,22,8.154660208994756,1.137856714980444,7.078874385013478
23,23,8.111935205000918,1.1334980920073576,7.069956017978257
24,24,8.098275368014583,1.1255121959839016,7.049737224006094
25,25,8.074252271006117,1.131847882992588,7.024474013975123
26,26,8.050583626027219,1.1290978160104714,7.013402466021944
27,27,8.02579961300944,1.1267599650018383,7.00877412801492
28,28,8.010185919993091,1.1353992500226013,7.001984296017326
29,29,7.998994760011556,1.1275797880080063,6.987439159973292
30,30,8.015399180992972,1.128254287992604,6.973433473991463
31,31,7.949585700000171,1.1190711689996533,6.950817945995368
32,32,7.923932871985016,1.1375801099929959,6.94444465500419
33,33,7.897640408977168,1.139202362013748,6.919646796013694
34,34,7.8711047710094135,1.1290248010191135,6.9107668649812695
35,35,7.85467328800587,1.2090580920048524,6.896181362011703
36,36,7.82530397301889,1.2507934389868751,6.952973099017981
37,37,7.8074553000042215,1.112659211998107,6.846471491997363
38,38,7.812331169989193,1.109851343993796,6.828108769026585
39,39,7.764684788999148,1.1035833079949953,6.802526412997395
40,40,7.7472806019941345,1.1056868060259148,6.774611933011329
41,41,7.7458832649863325,1.1114955619850662,6.766203618986765
42,42,7.733157779992325,1.090655650012195,6.757261078018928
43,43,7.716907334979624,1.0823769219859969,6.739619025000138
