Heads Pruned,Accuracy_Product,Accuracy_Sum,Accuracy_Max
0,0.8458481915435557,0.8458481915435557,0.8458481915435557
1,0.8453387671930719,0.8465613856342333,0.8465613856342333
2,0.8420784513499745,0.8464595007641366,0.8464595007641366
3,0.8433010697911361,0.8468670402445236,0.8468670402445236
4,0.8416709118695873,0.8471726948548141,0.8471726948548141
5,0.8416709118695873,0.847682119205298,0.8464595007641366
6,0.8416709118695873,0.8449312277126847,0.8467651553744269
7,0.8422822210901681,0.8446255731023943,0.8470708099847173
8,0.8426897605705552,0.844727457972491,0.844727457972491
9,0.8420784513499745,0.8462557310239429,0.8455425369332654
10,0.8422822210901681,0.8449312277126847,0.8453387671930719
11,0.8420784513499745,0.8451349974528782,0.8441161487519103
12,0.8419765664798777,0.8449312277126847,0.8431991849210392
13,0.8414671421293938,0.8421803362200713,0.8419765664798777
14,0.8409577177789098,0.8421803362200713,0.8421803362200713
15,0.8398369842078451,0.8420784513499745,0.8428935303107489
16,0.838920020376974,0.8419765664798777,0.8428935303107489
17,0.8383087111563933,0.8387162506367805,0.8434029546612328
18,0.8388181355068772,0.839429444727458,0.8445236882322975
19,0.8392256749872644,0.839429444727458,0.8415690269994905
20,0.8376974019358125,0.8358634742740703,0.8412633723892002
21,0.8375955170657158,0.8358634742740703,0.8417727967396842
22,0.8352521650534895,0.8375955170657158,0.8390219052470708
23,0.8354559347936832,0.8347427407030056,0.8395313295975547
24,0.8352521650534895,0.8343352012226184,0.839429444727458
25,0.8332144676515537,0.8344370860927153,0.8374936321956189
26,0.8342333163525216,0.8344370860927153,0.8364747834946511
27,0.833112582781457,0.8342333163525216,0.83555781966378
28,0.8309730005094244,0.8338257768721344,0.8334182373917474
29,0.8306673458991339,0.8306673458991339,0.8328069281711665
30,0.8308711156393276,0.8300560366785532,0.8325012735608762
31,0.8303616912888436,0.8291390728476821,0.833112582781457
32,0.8305654610290372,0.8285277636271013,0.8305654610290372
33,0.8297503820682629,0.8293428425878757,0.8302598064187469
34,0.8302598064187469,0.8286296484971981,0.8297503820682629
35,0.8307692307692308,0.8275089149261334,0.8298522669383597
36,0.8291390728476821,0.8277126846663271,0.8293428425878757
37,0.8281202241467143,0.825776872134488,0.8291390728476821
38,0.8277126846663271,0.8263881813550688,0.8279164544065206
39,0.8279164544065206,0.8260825267447784,0.8274070300560367
40,0.8278145695364238,0.8222109016811003,0.826286296484972
41,0.8230259806418747,0.8234335201222619,0.8258787570045848
42,0.8227203260315843,0.8251655629139073,0.8252674477840041
43,0.8236372898624554,0.8250636780438105,0.8240448293428426
44,0.8246561385634233,0.823331635252165,0.8248599083036169
45,0.8247580234335201,0.8203769740193582,0.8241467142129394
