Step,Heads Pruned,Time_Static_Taylor_sec,Time_Static_AttAttr_sec
1,1,6.128703743999722,6.132789888000843
2,2,6.121783472999596,6.1336697330007155
3,3,6.124069380999572,6.131470051999713
4,4,6.114219191000302,6.105421636000756
5,5,6.102661757000533,6.086662093000996
6,6,6.089688611000383,6.0639815449994785
7,7,6.072479665999708,6.052181142998961
8,8,6.057653271998788,6.033753588000764
9,9,6.047216861999914,6.022687712000334
10,10,6.16426454700013,6.079166786999849
11,11,6.024778275999779,6.000662534001094
12,12,6.006128304999947,5.983125685999767
13,13,6.010530538000239,5.972008438000557
14,14,6.007527185000072,5.943798209000306
15,15,5.974251320998519,5.931001672999628
16,16,5.957705951001117,5.910993456998767
17,17,5.9439653329991415,5.901858924000408
18,18,5.926183630999731,5.8971236550005415
19,19,5.916425370998695,5.8842319039995346
20,20,5.900447047000853,5.866447864000293
21,21,6.0027690200004145,5.939925979999316
22,22,5.865969137999855,5.859461213998657
23,23,5.8497139109986165,5.8399074009994365
24,24,5.844604653000715,5.83746121600052
25,25,5.824267439000323,5.8156248859995685
26,26,5.79083465199983,5.8096687179986475
27,27,5.798788437999974,5.778811837000831
28,28,5.7671093580011075,5.780629906001195
29,29,5.7479329140005575,5.76468389799993
30,30,5.730823812999006,5.762952437999047
31,31,5.713030856999467,5.74370296699999
32,32,5.774334270001418,5.822978903999683
33,33,5.693077586000072,5.725175045001379
34,34,5.678440711000803,5.715428540001085
35,35,5.669470770999396,5.697650946000067
36,36,5.652148697001394,5.685043314999348
37,37,5.637902742000733,5.666196494999895
38,38,5.629581881999911,5.675611160000699
39,39,5.609303373001239,5.649365462000787
40,40,5.594789054999637,5.636383966000722
41,41,5.581610653000098,5.617792871000347
42,42,5.6367531980013155,5.694039026999235
43,43,5.547493288999249,5.596169540000119
44,44,5.549335920999511,5.583917390000352
45,45,5.537232665001284,5.547196557999996
46,46,5.526846613000089,5.531099968999115
47,47,5.513912352000261,5.513135551998857
48,48,5.487268378999943,5.507870433999415
49,49,5.472935550000329,5.4835725740013
50,50,5.453668903001017,5.4754961319995346
51,51,5.436165790000814,5.453041280999969
52,52,5.436852388000261,5.524386682000113
53,53,5.499211787000604,5.438540131000991
54,54,5.400864164001177,5.425430655001037
55,55,5.381307463001576,5.413384299001336
56,56,5.364616679000392,5.399634502000481
57,57,5.342780963999758,5.369267596999634
58,58,5.333127534999221,5.358303535000232
59,59,5.305883466000523,5.3316431989987905
60,60,5.295990556998731,5.315114418999656
61,61,5.280935097998736,5.306294522999451
62,62,5.26873050299946,5.364639735998935
63,63,5.32619759499903,5.264301600998806
64,64,5.258654005001517,5.251921713999764
65,65,5.23401844,5.236972910000986
66,66,5.216846733999773,5.218650263001109
67,67,5.199869209000099,5.210263187000237
68,68,5.185538296000232,5.190075148999313
69,69,5.170459447999747,5.180314755001746
70,70,5.156735237998873,5.15783416100021
71,71,5.125746050998714,5.145606210999176
72,72,5.131418946999474,5.211353496999436
73,73,5.184630646999722,5.116532921001635
74,74,5.08541779799998,5.098444835999544
75,75,5.082622171999901,5.083427703999405
76,76,5.062992704999488,5.0714017399986915
77,77,5.041005044000485,5.042718835000414
78,78,5.029951959000755,5.04855747900001
79,79,5.014567819000149,5.027318652999384
80,80,5.003244536999773,5.009799368999666
81,81,4.989027932999306,4.98259826299909
82,82,4.969947648000016,5.054307791999236
83,83,5.030081461998634,4.960322426000857
84,84,4.948133418998623,4.954104754999207
85,85,4.906435053000678,4.923473975999514
86,86,4.910691371000212,4.91476414600038
87,87,4.889353990000018,4.899093224001263
88,88,4.875661432000925,4.87875438500123
89,89,4.853561134999836,4.87101845899997
90,90,4.8442677589991945,4.856394479000301
91,91,4.821874582001328,4.829018307998922
92,92,4.8100447969991365,4.819744852999065
93,93,4.863153278000027,4.893064473000777
94,94,4.774604128000647,4.7813665619996755
95,95,4.7606714610010386,4.777735349000068
96,96,4.749800747000336,4.742638465000709
97,97,4.732222519000061,4.745279614999163
98,98,4.714194509999288,4.7184181029988395
99,99,4.703282938999109,4.704694517000462
100,100,4.671676056999786,4.681515447999118
101,101,4.676533042000301,4.677149058001305
102,102,4.6620440110000345,4.653919140999278
103,103,4.643620465001732,4.711473635001312
104,104,4.709852848000082,4.609697724999933
105,105,4.60348892500042,4.603224718999627
106,106,4.5935104099989985,4.600006700000449
107,107,4.5627164890011045,4.58153587400011
108,108,4.556162429000324,4.556844175000151
109,109,4.531578371999785,4.5315450680009235
110,110,4.530425934000959,4.526928974999464
111,111,4.496363329000815,4.508075224999629
112,112,4.476673683999252,4.484617084999627
113,113,4.463910312000735,4.5573172050008
114,114,4.533078104999731,4.4541107839995675
115,115,4.443951364000895,4.425314514999627
116,116,4.422612295998988,4.409358468999926
117,117,4.418551435999689,4.409247022000272
118,118,4.393850688000384,4.419005080999341
119,119,4.374073832001159,4.380756430999099
120,120,4.3439750029992865,4.364371120000214
121,121,4.337391360999391,4.362358860000313
122,122,4.328502430998924,4.327048959999956
123,123,4.311309545000768,4.397081341001467
124,124,4.374948157999825,4.299830400999781
125,125,4.283863308000946,4.284121203001632
126,126,4.260077455999635,4.260748042001069
127,127,4.234050564000427,4.240179565998915
128,128,4.222597449999739,4.223313447000692
129,129,4.191813748999266,4.197841983001126
130,130,4.183761145000972,4.187427671999103
131,131,4.179274886000712,4.15807365100045
132,132,4.155101856998954,4.1525278680001065
133,133,4.12540302799971,4.240481077000368
134,134,4.189338840000346,4.108613992999381
135,135,4.095098060000964,4.089170344001104
136,136,4.069720853000035,4.07735948699883
137,137,4.0457203240002855,4.055219566998858
138,138,4.04420318099983,4.038344636999682
139,139,4.019663871000375,4.017660880999756
140,140,3.996935801998916,4.002942906001408
141,141,3.9934457319996,3.992695498000103
142,142,3.975778865000393,3.972845939999388
143,143,3.947107044999939,4.048107757998878
144,144,4.014306052000393,3.9391887139991013
Total,All,734.5739218340004,735.290867058
