Step,Heads Pruned,Time_Static_Taylor_sec,Time_Static_AttAttr_sec
1,1,0.30703910299962445,0.31189758199980133
2,2,0.30647832000067865,0.3098833710009785
3,3,0.31400615100028517,0.30805607300135307
4,4,0.3129249779995007,0.3183480370007601
5,5,0.3113712829999713,0.32526506099929975
6,6,0.3141771049995441,0.32476967699949455
7,7,0.32001906400000735,0.3152979079986835
8,8,0.32606542100074876,0.3274060259991529
9,9,0.32138671000029717,0.3250200649999897
10,10,0.3334213509988331,0.3237063800006581
11,11,0.32947462700030883,0.3324285399994551
12,12,0.32861068099919066,0.3297662230015703
13,13,0.3294377259990142,0.3302437829988776
14,14,0.32696971199948166,0.3255535480002436
15,15,0.32748236400038877,0.32587086300009105
16,16,0.3232728640014102,0.32653856500110123
17,17,0.3308605220008758,0.32896968200111587
18,18,0.33710768099990673,0.34072566800023196
19,19,0.3526117970013729,0.3346777819988347
20,20,0.34641268999985186,0.3353204229988478
21,21,0.3432317629994941,0.33412097800101037
22,22,0.3435082020005211,0.3390232490000926
23,23,0.34285205699961807,0.3419804479999584
24,24,0.3429923179992329,0.3374853820005228
25,25,0.3468282960002398,0.33966932200019073
26,26,0.34536948099957954,0.33618117600053665
27,27,0.3418932929998846,0.347114051999597
28,28,0.3407618649998767,0.34366223200049717
29,29,0.35155346899955475,0.3423632239992003
30,30,0.34982707899871457,0.3376955910007382
31,31,0.3495942940007808,0.34547483300048043
32,32,0.34522371999992174,0.3370020700003806
33,33,0.34483295000063663,0.3351498320007522
34,34,0.3495643869991909,0.33149482299995725
35,35,0.34953914400102803,0.3316986330009968
36,36,0.3470861400001013,0.32968303300003754
37,37,0.3444233030004398,0.32818679900083225
38,38,0.3438057260009373,0.3346892970002955
39,39,0.3420818459999282,0.33425022600022203
40,40,0.34508148900022206,0.33208588200068334
41,41,0.34421711200047866,0.3375037969999539
42,42,0.34031996600060666,0.34121921800033306
43,43,0.33897754500139854,0.33735313699980907
44,44,0.3367180269997334,0.334882111999832
45,45,0.33772634500019194,0.33400475599955826
46,46,0.336853451000934,0.3342061299990746
47,47,0.33601055100007216,0.3305360760004987
48,48,0.3349346939994575,0.3303832669989788
49,49,0.3338862959990365,0.32880382599978475
50,50,0.32869163599934836,0.3279043290003756
51,51,0.3291284919996542,0.3283165389984788
52,52,0.3268484019990865,0.32702699299989035
53,53,0.32527011499951186,0.32585201099936967
54,54,0.32274747300107265,0.3245732159994077
55,55,0.32187363500088395,0.3225324120012374
56,56,0.3217737239992857,0.32052535399998305
57,57,0.32340129200019874,0.3236101700003928
58,58,0.318391139000596,0.3187928349998401
59,59,0.3163016800008336,0.32200983199982147
60,60,0.3193194029990991,0.3161939130004612
61,61,0.3147554899987881,0.3130887420011277
62,62,0.3124578469996777,0.313550621000104
63,63,0.3122138479993737,0.3147110990012152
64,64,0.3115286180000112,0.31228140700113727
65,65,0.3097014119994128,0.3081935340014752
66,66,0.30873814599908656,0.3078717280004639
67,67,0.30722017100015364,0.30740459600019676
68,68,0.3084219030006352,0.30499583599885227
69,69,0.30596296499970776,0.30503699600012624
70,70,0.3065403040000092,0.303308950000428
71,71,0.3004154139998718,0.30187439900146273
72,72,0.30194805199971597,0.30024783599947114
73,73,0.3004824639992876,0.3007928320002975
74,74,0.29655817999991996,0.2977327980006521
75,75,0.2987198980008543,0.2968396329997631
76,76,0.2995065909999539,0.294866907001051
77,77,0.3935986239994236,0.3774988940003823
78,78,0.29162712300058047,0.29218487100115453
79,79,0.291447565999988,0.28944615100044757
80,80,0.2891840409993165,0.29023765199963236
81,81,0.2875893680011359,0.2858039450002252
82,82,0.28720150200024364,0.28453020899905823
83,83,0.28755010799977754,0.2851199569995515
84,84,0.2860146809998696,0.28599204599959194
85,85,0.28568026699940674,0.2828319800009922
86,86,0.2852457660010259,0.2794744630009518
87,87,0.28276740000001155,0.27810875499926624
88,88,0.27837005400033377,0.2779934869995486
89,89,0.2775575560008292,0.27714434700101265
90,90,0.27466035299949,0.2761206060004042
91,91,0.27419517900125356,0.2737309650001407
92,92,0.27694590899955074,0.2716682350001065
93,93,0.2764207889995305,0.2719880099994043
94,94,0.2705932259996189,0.2694197469991195
95,95,0.26936485199985327,0.2689507529994444
96,96,0.26877246699950774,0.2679171090003365
97,97,0.26753093200022704,0.26688950099924114
98,98,0.26540366699919105,0.26858132899906195
99,99,0.26350616599847854,0.2624484020016098
100,100,0.2627629229991726,0.26235428400104865
101,101,0.2614494489989738,0.26388463900002535
102,102,0.25998982599958254,0.26077398899906257
103,103,0.2578563019997091,0.25736611600041215
104,104,0.2559105889995408,0.25558116100000916
105,105,0.2564005200001702,0.25557929500064347
106,106,0.25906643500093196,0.2542253369992977
107,107,0.24985597799968673,0.252108570000928
108,108,0.25299553299919353,0.25208584800020617
109,109,0.25201201800155104,0.25147871499939356
110,110,0.24774774800062005,0.2573885469992092
111,111,0.24611371799983317,0.2591833389997191
112,112,0.2453326559989364,0.25332653599980404
113,113,0.24982428400107892,0.2545872099999542
114,114,0.24210335699899588,0.2550382029985485
115,115,0.23895396799889568,0.25484079499983636
116,116,0.2389293380001618,0.2480922169997939
117,117,0.25197624000065844,0.24955059900094057
118,118,0.2428585670004395,0.24446130099931906
119,119,0.2452041360011208,0.24423629499870003
120,120,0.24216745399826323,0.24386131100072816
121,121,0.24175665500115429,0.2443879790007486
122,122,0.24242098200011242,0.24194356500083813
123,123,0.23960521099979815,0.24063192200082995
124,124,0.2380730120003136,0.24266372800047975
125,125,0.23468787900128518,0.23559449100139318
126,126,0.23186310599885473,0.23664486600137025
127,127,0.23102154200023506,0.2377604089997476
128,128,0.23094905899961304,0.23260554899934505
129,129,0.22907324900006643,0.2303435060002812
130,130,0.22847411099974124,0.22945191099825024
131,131,0.22560750899901905,0.2283403499986889
132,132,0.2249592139996821,0.224863428999015
133,133,0.22196508399974846,0.22518042499905278
134,134,0.22338694199970632,0.22165749699888693
135,135,0.22362724599952344,0.22270234099960362
136,136,0.21994762999929662,0.2164417059993866
137,137,0.2169456289993832,0.21995241500007978
138,138,0.21545189400058007,0.21450466200076335
139,139,0.2176342940001632,0.2150956360001146
140,140,0.21453913900040789,0.2124149880000914
141,141,0.2122300989994983,0.2122613769988675
142,142,0.21083926999926916,0.20971040099902893
143,143,0.20736602200122434,0.2080595679999533
144,144,0.20702388300014718,0.20517136600028607
Total,All,42.08958835199883,41.91956646500148
