Step,Heads Pruned,Time_Static_Taylor_sec,Time_Static_AttAttr_sec
1,1,6.381943054000658,6.378895351999745
2,2,6.384437935999813,6.371173744000771
3,3,6.375612755000475,6.371456028000466
4,4,6.346020689999932,6.352168419000009
5,5,6.3383958480008005,6.344428242000504
6,6,6.318015697999726,6.325451632001204
7,7,6.298456463000548,6.316842491998614
8,8,6.2868220069995004,6.2950791849998495
9,9,6.2788576780003496,6.283358844999384
10,10,6.349904164000691,6.348459852000815
11,11,6.260908976999417,6.265904468000372
12,12,6.249347626000599,6.241018835999057
13,13,6.226226369999495,6.228155353999682
14,14,6.224256338000487,6.21264217299904
15,15,6.212816076998934,6.219829646999642
16,16,6.21908926299875,6.191697580999971
17,17,6.185723165001036,6.1687987109999085
18,18,6.174843548998979,6.1675917739994475
19,19,6.167045018999488,6.166460286000074
20,20,6.146060434000901,6.153164635999929
21,21,6.225588519000667,6.207585915000891
22,22,6.138125506999131,6.139560445000825
23,23,6.113818579999133,6.116737151000052
24,24,6.088208948000101,6.092198528998779
25,25,6.074942360999557,6.079222252999898
26,26,6.06792207899889,6.049058586999308
27,27,6.068982135000624,6.046203391000745
28,28,6.036783962999834,6.038210868000533
29,29,6.015700844000094,6.006800146999012
30,30,6.0061365559995465,6.005423984999652
31,31,5.9884293700015405,5.99937375600166
32,32,6.069022433999635,6.030494492000798
33,33,5.970394412999667,5.941115923000325
34,34,5.956203191999521,5.944369181999718
35,35,5.935835301999759,5.928865776000748
36,36,5.9076509380010975,5.911632598999859
37,37,5.901060071000757,5.9135808880000695
38,38,5.885383165999883,5.895147987999735
39,39,5.8630034449997765,5.877362934999837
40,40,5.853395754000303,5.860113883001759
41,41,5.839964172999316,5.838408498000717
42,42,5.905774028000451,5.890026279999802
43,43,5.83303855899976,5.804007232000004
44,44,5.79148135899959,5.779405466000753
45,45,5.77533569300067,5.7631627099999605
46,46,5.764816560000327,5.7619289939993905
47,47,5.766200945998207,5.742395403000046
48,48,5.717781584999102,5.718232815999727
49,49,5.738055202000396,5.757985415999428
50,50,5.7066470949994255,5.695612178000374
51,51,5.686099971000658,5.702384661000906
52,52,5.6707292620012595,5.6858888269998715
53,53,5.720194487999834,5.716745312000057
54,54,5.644797334998657,5.6304109989996505
55,55,5.642909947999215,5.6179380110006605
56,56,5.609280930999375,5.607433145998584
57,57,5.6012038009994285,5.571846857999844
58,58,5.582314917000986,5.559884653001063
59,59,5.572076129999914,5.541586905001168
60,60,5.571934580000743,5.52497148799921
61,61,5.547067978999621,5.514076428999033
62,62,5.534769321000567,5.501560714999869
63,63,5.587362950998795,5.583884005998698
64,64,5.500421967000875,5.481859145998897
65,65,5.491612564001116,5.470520815000782
66,66,5.472688621999623,5.436241807999977
67,67,5.4438749340006325,5.424525288999575
68,68,5.442011687999184,5.421812706001219
69,69,5.425114258001486,5.411021049001647
70,70,5.398794247999831,5.4020056540011865
71,71,5.389512233999994,5.376602463000381
72,72,5.372584353999628,5.352642535999621
73,73,5.426341473999855,5.339777158000288
74,74,5.356992232000266,5.3877420959997835
75,75,5.321624730000622,5.312864472000001
76,76,5.3145962829985365,5.298218427999018
77,77,5.293923642999289,5.281010066999443
78,78,5.279378334000285,5.267497045999335
79,79,5.244100976000482,5.249512922999202
80,80,5.255712448999475,5.227394104000268
